,repo_id,commit_id,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,max_file_depth_diff,bucket
27749,awslabs_aws-sdk-net-samples,1355b97a03f387f02abba83ece78a781c4ac439a,1666591052,"Remove obsolete talks samples
",ff32f356f0682e37c84451a43e9fefe402510e84,0,6523,0,0,6523,"3,0,33,121,85,40,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",7,291,-16.0,0
50564,futurerestore_futurerestore,029e768ca3bcdeb8138f8385a008486b4ef1532d,1614217988,"Fix FDR SEP Panic and a13 iPhone 11 family devices (#3)

Rose fix. Also Add working CI Static building.",3786d4cd230b93f4b7ade7d0fdebd56b48fbf7a6,24654,0,0,0,24654,"7,7,12,4,20,466,926,14996,1146,786,2636,1203,586,230,898,308,116,62,204,46,11",21,24670,17.0,0
50565,futurerestore_futurerestore,1e06b98d58ca95ccdcd952c173666840a2f5ad00,1617752311,"Fix CI
",e6c21f160eae23f9fab240fa088b0dcffca0e6b2,0,24643,0,0,24643,"7,7,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",4,27,-17.0,0
51023,preferredai_cornac,6d0a449bc7dc3617d13f51780f000c137fddabf5,1531818918,"Created Cornac v0.1.0
",44e80a846449b4a10d4f1cb7dc227f6b09457c1f,1754,0,0,0,1754,"2,5,22,31,60,466,594,283,178,112,2",11,1755,10.0,0
56997,apache_flink,8dee02d955adbf67257cd5bb16dcb8a9b6aab178,1367240952,"Merge branch 'iterations' into ozone_master
","2ebd88edd24737e13a059b150e83410408e75cc2,0c07b8e0ad1a4feca3b5b5c6704b6297e5296526",1388,0,0,0,1388,"3,3,22,0,10,41,52,7,0,288,653,223,56,14,17,0",15,1389,14.0,0
101614,opensec-cn_kunpeng,21785dc2b21d7b44189d250ecfb250713654246c,1550750808,"update vendor fix #17
",704403b8ba110c08d674083dfb6bde9559730ba7,1033,1,0,2,1036,"6,16,80,88,807,1918,839,477,202,86,15,54,1,2,5,3,10,14",18,4623,9.0,0
101627,opensec-cn_kunpeng,785835c9f1748a6b7fbade3876345d6507e2c986,1571736837,"remove vendor files
",83fea934a8bc84251d0945dac99103176a579a51,0,4521,0,0,4521,"6,18,97,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0",5,141,-13.0,0
120853,wildhoney_magento-on-angular,9e6e0074dd2d24df2bbf59c4239490fe79382d4a,1375821073,"Added Magento. Fixes #1
",1e2c4912765bdc368c35b6756ad610515ce7ca0b,12501,0,1,0,12502,"2,15,30,229,1076,1849,1852,1672,2034,1560,1021,743,293,104,17,5",16,12502,15.0,0
120963,wildhoney_magento-on-angular,4e135d70138567575626ccdba710139461f54e28,1392470218,"Merge pull request #66 from Wildhoney/config-magento

Remove Magento from Git, and use central config file for settings","56c67f9a871ab1a6e27bc9dbf292551c8fcdf18a,7674e99a5685b07509b6f0acb612b231c959d0e4",5,12252,0,0,12257,"9,12,38,67,19,2,0,0,0,0,0,0,0,0,0,0",6,147,-10.0,0
141833,noear_solon,c5f8fe5ea0c6bf90f065717c8032bd66198b8291,1550201167,"重构代码重新上传
",47f018d74644f2dd81e3eb66d643819774041e88,215,0,0,0,215,"7,36,14,0,1,15,17,16,33,46,33,0,0,0,0,0",11,218,10.0,0
149986,team-dodn_spring-boot-kotlin-template,094656ca5fee3d5aaf3b49ddbc7861f498baa6af,1675195156,"Initial Template
",66b359e67d15027fe5641955c51c296f38bd6b25,76,0,0,0,76,"9,1,12,0,0,9,5,0,4,2,11,12,10,2",14,77,13.0,0
151775,yoomoney_grafana-dashboard-dsl,613f39c9c5d1aa624605a8f5e857027f183862aa,1531921648,"Merge pull request #1 in BACKEND-TOOLS/grafana-kotlin-dsl from feature/dsl-101 to master

* commit '536ff05b72f1226f369bcf6a0ea811ced4a30dfc':
  метод dashboard генерит строку
  complexity
  fix detekt
  add jsonPanel
  add script usage
  DSL first try
  Prepare workspace
","704d68c6e162540effad3258ae7819358b16f78f,536ff05b72f1226f369bcf6a0ea811ced4a30dfc",27,0,0,0,27,"12,1,2,0,0,0,0,0,0,13,0,0,0,0",10,28,9.0,0
155616,forem_dev-ios,36dd861c174116a66b19e0dd7c2fd16daf9cd139,1541012206,"Merge pull request #85 from chickdan/cleaning_up

Repo Cleanup","70ccf49b4f6984e4782e6ea5c9de4307fb2db58c,c83c5ca5778b9e8d39309fe6dcf96ce0743895f9",0,272,0,0,272,"7,22,11,61,0,0,0,0,0,0,0,0,0",4,101,-9.0,0
1222,postgresml_postgresml,2c16cf2653c1c1156df485e98198dafe9cc78a43,1661909588,"Rust extension -  XGBoost (#286)

* Rust XGBoost POC

* README

* vendor

* cleanup

* remove submodule

* readme

* Vendor

* readme

* Cleaner

* version

* move files",68859f38011c23038d512c841ce8b83badb63e4b,1448,0,0,0,1448,"7,24,54,52,81,28,103,727,391,45,8,0,1,2,37,53,32",17,1645,11.0,1
1241,postgresml_postgresml,d1eb6de5f2e24dde5a6b7de4b4c6c91e613fc289,1663628609,"Move XGBoost to submodule (#330)

",e2418129e4e3272c5a06d77a3435d5a29273cbcb,2,1437,0,0,1439,"8,24,60,53,97,9,1,0,0,0,0,0,0,0,0,0,0",7,252,-10.0,1
29029,roznoshchik_lurnby,7b451616103d93bb743d94304ea79845b9cd863c,1588505581,"Current working version of the prototype.
Can pull in text from a url
Can pass that text to the function that cleans it and returns it without distractions.
Can then republish that text to the browser with additional code and controls.
At the moment:
Can change the background - Dark, Light, Sepia
Can manipulate the text size, line height, font family
Can adjust margins.
Can hide the settings sidebar.
",bafc51ecb35e7baf15d2f3b22b602e77b3fdd35d,4115,0,0,0,4115,"1,4,10,51,23,75,987,1040,1316,506,96,7",12,4116,11.0,1
33189,microsoft_infersharp,b639e8e86e7a7df0a4f6d8d95bde06a36293fc34,1600124343,"Initial commit (#1)

",528ba9353ec6c007b344a4f21d73b78f14bc0449,2944,0,0,0,2944,"14,39,72,132,806,303,701,760,63,22,33,0,3,0,1",15,2949,14.0,1
33197,microsoft_infersharp,744081cac16df5f35e90b98ffaf63e5eaa1b4f63,1614799039,"Consolidate Infer# analysis backend (#43)

* Update dockerfile

* Remove result parser

* Remove our version of Infer

* Update instructions

* Remove result parser from dockerfile

* Updated C# model loading to use sqlite DB (#41)

* Compatibility Bug Fixes For Latest Infer Update (#39)

* bug fixes

* edits

* minor fix

* run code cleanup

* revert dockerfile and infer backend modifications

* undo reference param updates

* resource leak eport compaible with latest infer (#42)

* Update C# model build

* Update run steps

* Update readme

* Update Azure Pipelines

* Remove a build script

Co-authored-by: Anant Kharkar <71357868+ankharka@users.noreply.github.com>
Co-authored-by: Matthew Jin <38902361+matjin@users.noreply.github.com>
Co-authored-by: Xiaoyu Liu <lixiaoyu@microsoft.com>",595273f4f8d61b7e6d2afdd6715c3d9f204cbee3,0,2833,0,0,2833,"13,16,36,58,0,0,0,0,0,0,0,0,0,0,0",4,123,-11.0,1
36210,openvanilla_openvanilla,eb5005f81cc6485cc2a40de34f7b96fd72524d21,1350860573,"Retire pre-1.0 files.
",f0cb2f33708bec69543e6eb2bc963172bfe01451,0,412,0,0,412,"2,62,0,29,0,0,0,0,0,0,0,0,0,0,0",4,93,-11.0,1
60240,xiongjojo_ofo,42ba02616590dd7788f1c0898cea8ca9ebb9d6ba,1498533633,"push ofo app
",2d8869cf7ea9f1ae208a65d96642979e208b0880,2249,0,0,0,2249,"3,3,29,239,152,149,712,895,31,38",10,2251,9.0,1
68684,andygeers_dualmarchingcuboids,a231b6297fa81d558a667bd8d299867daa1d48a5,1594213075,"Create basic Pod skeleton
",a4cdbc5327b1adeee4e9a8cf52d2bf67e9195fb1,169,0,0,0,169,"7,2,11,10,41,33,57,0,8,3",10,172,9.0,1
69352,ulearnpro_ulearn,9427d4a45e9eb981ac7ffde0016d631fca8c08c2,1565786978,"Initial commit
",da50aef2cfc8d267817f4849652fa5f6810ae6be,1802,0,0,0,1802,"10,30,72,180,537,61,593,16,6,5,123,100,17,44,9",15,1803,14.0,1
76707,zhaoolee_starsandclown,9a873d5d883dc97c29e7f05f91d50e412f015d7e,1566730176,"ok
",23e7ee3b3c12aa263e6646184c45bfd2ef0b7865,8512,0,29,0,8541,"10,39,857,759,1270,988,1461,633,775,296,612,153,418,97,86,62,21,12",18,8549,15.0,1
81782,coreos_coreos-assembler,092223c6b87aa659e6c61809d5bb9fbf5282e03f,1582836710,"Merge pull request #1152 from cgwalters/merge-mantle

Merge mantle into coreos-assembler","8ad372ba4a6dd9382f92a6f6d4792c139714c05e,bfcf0c34796c17306e7d3de9042a29105fcd579a",2920,1,0,0,2921,"23,110,90,111,174,543,705,996,212,74,8,8,0",12,3054,9.0,1
88692,leon-thomm_ryven,1536a3b4d60113520ff59aab59166e36813720a2,1584910775,"First full pyScript version upload

I just updated the package names which means that the saves will not be usable, all the scripts should get recreated but now the packages have actually useful names.
Main EDITOR features implemented recently:
- undo/redo for the most basic operations including copy/paste
- logging is available to all nodeinstances including standard logs for 'global' and 'error' for every script
- auto connecting node instances
- intuitive node choice widget handeling and design
- creation of custom variables and renaming
- creation of custom scripts and renaming
- dialog for setting variables values
- two different desing styles for node instances
- scene picture export; viewport and whole scene
- enabeling/disabeling debug messages
and a lot of bug fixes.
",ad219e8cb43d7546e94cd407e9a125508deaf906,721,0,0,0,721,"2,91,65,141,69,34,14,19,224,56,7",11,722,10.0,1
89790,tern-tools_tern,7c9ae9c04783d79f9c8cb6bb7c02f4059e8e0079,1499723412,"Bundled pyvenv packages

Signed-off-by: Nisha K <nishak@vmware.com>
",1c04e517a0b475bda5860a0ebc44c989aa0b9a1b,361,0,0,0,361,"5,11,0,1,74,79,91,36,48,16,2",11,363,10.0,1
110363,andriydruk_swift-weather-app,b4a3ca6829228e62fb9b2fe6ffb6068ed24206cc,1587418346,"Dev: init commit
",b66debd3f1c19fb2863d1cf1ee13874d19805656,74,0,0,0,74,"3,12,7,2,1,4,34,0,5,8",10,76,9.0,1
121868,0ber_folding-cell-programmatically,690b1642c02118742c13dcda741f1016081ad2e9,1465476075,"added project
",3b2cc7e040c050e9378759e9bb881150b5e4fefb,211,0,0,0,211,"5,5,3,17,34,39,21,76,2,3,8",11,213,10.0,1
129538,javahongxi_whatsmars,7f427f9a9233a6f67a916b05b3f0e75ab1d6bd02,1459507246,"init
",e1c84072545a6973876325695979fe67626b3271,238,0,0,0,238,"2,6,0,0,13,24,12,52,5,119,6,0,0,0,0,0",11,239,10.0,1
134964,mrrio_vtop,4892811ef5758d35f7efcae39013223351db2578,1400641884,"Early days. Look ma, I drew a box
",25733421b8d8a6b9f465e5b0baedea6f6b72fae5,891,0,0,0,891,"4,0,20,2,70,58,220,148,163,158,26,25,1",13,895,12.0,1
134965,mrrio_vtop,efaa33125731000e5c619ea189672d8a62441217,1400641911,"Remove node_modules
",4892811ef5758d35f7efcae39013223351db2578,0,891,0,0,891,"4,0,0,0,0,0,0,0,0,0,0,0,0",1,4,-12.0,1
141838,countly_countly-server,db065a50c8265339e2a7e303682ca31ca5da1176,1434634165,"Merge branch 'plugins' of https://github.com/Countly/countly-server

Conflicts:
	README.md
	bin/countly.install.sh
	frontend/express/views/login.html
","849117e50e308a48f983c569f76ef4c473ac7f95,70b15ef6bab1749f6f93379ce6d68f3b9bdca4be",258,2373,16,2,2649,"12,13,99,48,7,505,701,17,0,0,0,0,0,0,0,0,0,0",8,1402,-10.0,1
165036,regardscitoyens_nosdeputes.fr,c9438b6c83d9550f2b5dad5fe00bbaac1298e60d,1282487486,"backup de symfony 1.4 en cas de soucis avec un svn update de l'externals
(modifier cpc/project/config/ProjectConfiguration.class.php pour l'utiliser)

git-svn-id: https://cpc.regardscitoyens.org/svn/cpc/trunk/project@1264 9954c6d0-a799-495f-bc23-bbe1ca3f12d5
",5548004882fa30a55be7193e2251864eaaa28f35,2922,0,0,0,2922,"1,56,101,257,133,577,599,135,270,251,258,584,366,25,79,29",16,3721,10.0,1
165038,regardscitoyens_nosdeputes.fr,5ed7cad17dac41313ea15a909fdf2d27debb76d4,1282562570,"backup devenu inutile

git-svn-id: https://cpc.regardscitoyens.org/svn/cpc/trunk/project@1278 9954c6d0-a799-495f-bc23-bbe1ca3f12d5
",9dc71e9bbcc1b822be4b2adf345b7bfb6b1c6d0c,0,2922,0,0,2922,"1,57,101,252,129,260,0,0,0,0,0,0,0,0,0,0",6,800,-10.0,1
165040,regardscitoyens_nosdeputes.fr,e971d0786a48d5c2247c8d08b59e510d04007146,1282660715,"Symfony statique

git-svn-id: https://cpc.regardscitoyens.org/svn/cpc/trunk/project@1285 9954c6d0-a799-495f-bc23-bbe1ca3f12d5
",91927a75e4e0ea2602d545aa377851cf7cca2623,2921,0,0,0,2921,"2,57,101,257,133,577,599,135,269,251,258,584,366,25,79,29",16,3722,10.0,1
16419,grissomlau_jimu,a887b42150f47ca16e264789d1a83e839eeb3d60,1527478672,"init
",81df2ec783f94f5639a23a82fd7d4c9843997a7d,335,0,0,0,335,"2,1,14,41,126,53,16,8,40,29,6,0,0",11,336,10.0,2
24631,espressif_book-esp32c3-iot-projects,cf25c67fbcedc44394fd7f90637b745d659f80ff,1665387923,"code: first commit
",a4dfe94fe798c1a9d9ed1f44e94dda6f079ea553,1328,0,1,0,1329,"4,0,97,100,59,136,328,446,44,33,82",11,1329,10.0,2
24787,prawnsalad_kiwiirc,f7ecb8c150a02c2af340deae69d8c0287b9c8333,1310743885,"Merge https://github.com/M2Ys4U/KiwiIRC
","fd4cccb5780bfd943bafa54bed7d2192b17799c9,c0d53c71b645997d96b8e45a4956e2fcf91540e8",191,0,0,0,191,"3,21,3,14,32,18,8,6,0,0,13,96",12,214,10.0,2
24811,prawnsalad_kiwiirc,beecf0d8b9a21eb07f4322116c49d30638be6f41,1316271016,"Merge github.com:prawnsalad/KiwiIRC
","f0ae4bb2933190e0b2ae3e2a0678e6f92ef4041f,d5fec63f90f73903c0a6fd5cc8ae71259c1e1ca9",1,1069,0,0,1070,"4,24,9,0,0,0,0,0,0,0,0,0",3,37,-9.0,2
39914,hootrhino_rulex,d69364176570a7763334f518335979f68be09a76,1631699379,"feat: init dashboard ui
",ea4242e9b383127e3b450806f5543ce26769a5f8,739,1,0,0,740,"9,44,12,2,1,21,51,24,4,14,100,53,12,4,5,155,237,56,0",18,804,14.0,2
39927,hootrhino_rulex,51ce49409b4fae9e5f9e0206803ce9fe3ec5b760,1632026720,"dev: remove unused html files
",71dd574725789e0914f5796d6f9051bcd8ee0ef4,0,1358,0,0,1358,"10,51,10,9,4,22,67,30,2,13,0,0,0,0,0,0,0,0,0",10,218,-9.0,2
59938,caicloud_cyclone,8ba2a54124997cb02297e574ab520d04beff3dca,1478520277,"Merge pull request #5 from superxi911/vender

Vender","3f09a055ded9ab1a00b1916dadca64e33290aaf2,33f937c71bb4eab89717f55e5490b65d08d4eb1e",3088,0,0,0,3088,"8,11,13,65,384,1061,572,334,321,138,112,46,66,1,0,0,0,0",14,3132,10.0,2
76995,ecjia_ecjia-daojia,7fec03618facca2e4a7b819d794218e16773fb8d,1487922997,"提交到家代码，v1.3.0-2017022263
",6b46913d0a8f636cba16d660636787523003c5f6,9582,0,0,0,9582,"8,2,62,520,1658,2080,1761,2135,970,293,68,11,10,4,4",15,9586,14.0,2
105196,martin-g_wicket-bootstrap,b27b93c85a7d5575b2af2c8ac0ec4f33b83d1464,1329210532,"initial commit
",f7e4f1bd7a073ce93926c2c607d44673c5826b46,51,0,0,0,51,"3,0,0,0,4,4,0,3,4,22,12,0,0,0,0,0,0",11,52,10.0,2
113305,toxantron_scrumonline,1dbdf5683aa20bb1061e2dc12233cb1c2cfef7df,1446503301,"Doctrine added
",c65d84161a0f7a663b782b7d3abab51376aa96f7,1153,0,1,0,1154,"4,18,37,72,82,177,111,325,298,61,10,5,1,1",14,1202,9.0,2
113311,toxantron_scrumonline,25d7c8052126b1b335f6441e5298623f65a0fb4e,1446648124,"Removed vendor dir
Build Codenvy docker file
Session tab working
",dc6e27141ce358ea1d6c18657e000518d2e8a20a,0,1152,0,0,1152,"5,18,33,1,1,0,0,0,0,0,0,0,0,0",5,58,-9.0,2
128706,johanbrandhorst_certify,10e26c5911896934975b167e2dc3d095bc2b4a0f,1521933113,"Merge pull request #1 from johanbrandhorst/initial-checkin

Initial checkin","ffd7d0e376dd88f071335fe66d9427e317c06b3a,9dac75aba67f777ceb1d180c66287e60e8d12e65",1147,0,0,0,1147,"10,2,0,43,224,464,324,43,19,0,14,0,3,2",14,1148,13.0,2
145108,eclipse_kura,d6c58a7acfe89ced372b953a8df8b52aa13eef3f,1396901043,"Initial commit of Kura codebase
",2d939e320ae481f97fd1cc28b94481f1d42e5660,1169,0,0,0,1169,"3,3,95,178,38,51,180,42,23,106,284,103,28,37,0,0,0",14,1171,13.0,2
154070,googleforgames_agones,8f86eee485dd5d5c1f7fa18449208e02aa73ea46,1512512418,"Vendored packages for the basic controller for the GameServer Custom Resouce Definition.

This includes vendoring for the kubernetes controller framework, crd extensions,
our logging and error management etc.
",bffcb7e4f90d6abea7b50ee13cb4f85f3a0494f7,5484,0,0,0,5484,"4,4,3,50,550,1906,1430,763,667,83,27,8,0,0",12,5495,9.0,2
160118,game-town_iogame,938d1d0c2f0b300506d0fe47d23a19a42a4524ff,1657870751,":whale:
",3f716f4656548a61aee03e7abf09aa8733dc5af4,413,0,0,0,413,"6,4,22,1,0,3,1,5,0,2,21,94,144,80,25,6",16,414,15.0,2
1458,jfrog_terraform-provider-artifactory,ddd517d6c5c971b2eb9287dd774bcf08a6141fc5,1540777683,"noissue: migrate to go mod (#12)

",f0fcaeee92c9e3a1e21bfc4cace00e6edcbcc222,2,8809,1,0,8812,"8,1,18,0,0,0,0,0,0,0,0,0,0",3,27,-10.0,3
1459,jfrog_terraform-provider-artifactory,bbaa8ea617053b503ad8bda0ceaaa1aab3fc721f,1540784569,"Revert ""noissue: migrate to go mod (#12)"" (#13)

This reverts commit ddd517d6c5c971b2eb9287dd774bcf08a6141fc5.",ddd517d6c5c971b2eb9287dd774bcf08a6141fc5,8809,2,1,0,8812,"9,0,20,49,614,2048,2978,1714,1166,121,84,29,2",13,8834,10.0,3
5959,kubernetes-csi_external-snapshotter,cc19fd383fa34c3fa7f7e2614d0f4872fe21a2c0,1534206037,"Merge pull request #6 from xing-yang/snapshot_apis

Add Snapshot APIs","36b1de034172fdcbfcb8eea1617a7fc0dd9add05,3832c9d2b0c7a92ff2613a4e19d9b872850e0f49",17732,0,0,0,17732,"11,2,1,154,903,2884,4796,3167,1535,1304,1281,926,508,83,103,79,5,4",18,17746,15.0,3
55471,pedrommcarrasco_constrictor,dade763c1a57646264be457c068aa99b24b04842,1527031274,Removed Carthage folder.,49e93d94ee4f50acc52c57fcd695dfec8bd3da46,0,196,0,0,196,"5,5,10,13,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",6,53,-15.0,3
55784,digitaler-impfnachweis_covpass-android,335984fccb070af6e059aacc4b4d519077e079af,1615556140,"Added possible initial modules
",afa3e2e2737749a72bd4fb70dc60d71e48c1c576,78,9,0,0,87,"13,13,18,8,2,8,0,0,16,10,12,5,5,0",13,110,10.0,3
56490,kcl-lang_kcl,f6b831bd57b970119fe3d25ddd35be3269127a3f,1652437807,"Initial project
",68d51038011602e0649f7865fbe22a4fc74b1c98,4348,0,0,0,4348,"10,14,72,153,906,2202,871,78,15,15,12,1",12,4349,11.0,3
59545,corona-warn-app_cwa-server,107e48a17dbcd3be1c7fe2b5add6b90dd7f4746f,1588457469,"Added initial project setup (#4)

",a25c5fde50c4536ca1b39b889b93f3c94fcbc15b,60,0,0,0,60,"7,18,14,0,0,6,0,0,1,0,5,11,0,0,0,0,0",12,62,11.0,3
60038,tuiqiao_cboard,9de3104c0733782bbe61723c8e9192a589c7e302,1475896799,"initial code
",a0891de45295571e7eabc3656a6e11c26168ceef,1040,0,0,0,1040,"3,0,4,13,36,170,368,82,200,162,3,0",11,1041,10.0,3
61813,fossbilling_fossbilling,5af4cc20d984022ab812494b0a0f10887a0d42f5,1414998047,"Initial release
",526297f4f9faadf6a1e320c1c00e49e5da4b08e7,5706,0,0,0,5706,"7,27,68,426,756,192,853,385,115,22,3,0,0,0",11,2854,10.0,3
87786,cloudonce_cloudonce,b9e40ab31df4dd89c8ac05a0711dc911cb05f0e9,1464792517,"Initial plugin source commit

Source for v2.2.2
",f53053fb1c2fd83d4bd626bf78abd80a7279556a,908,0,0,0,908,"3,3,0,2,6,30,94,166,367,221,22,0,0",11,914,9.0,3
94560,swagger-api_swagger-editor,dbfe506e21ad9d4bce7a712259ae5c29101c2663,1399665803,"adding in the node_modules and bower_components, since we had to add yaml highlighting rules for ace and you have to dowload those anyway.
",bfa5a7564509adee7cbfae52c19c5f00380ddc05,13568,0,0,0,13568,"13,9,213,209,1421,1325,1417,1398,1206,1730,1780,372,661,418,739,319,304,96,32,0,0",19,13662,13.0,3
94577,swagger-api_swagger-editor,4d16e22e7924e0463155af00b0f4e146e6affd43,1400296771,"Remove node_modules and bower_components

Fixes #43
",6d3925ce43087d27dd0a6ba530e28946f39ea512,0,14428,0,0,14428,"13,10,39,13,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",6,113,-15.0,3
96892,grafikart_blogmvc,9cd530363848691ccb5048b20d7a2f08dfd6649e,1379896808,"Added CakePHP project
",00985ded12c80582757449c97b32633d5b48a4a3,1047,0,15,0,1062,"2,7,12,28,137,280,173,153,175,60,30,4,1",13,1062,10.0,3
109670,wso2_msf4j,3146479b6b9305e3ba8b48d32550664f45c4483b,1442823068,"Initial commit
",ff66b399eca82ea9ef673722f306ba714f7849f8,85,0,0,0,85,"3,2,15,2,2,2,3,21,0,2,36,0,0,0,0,0,0",11,88,10.0,3
4611,blankj_androidutilcode,5cada7efa7e7503b4f1ed3f27aaabd532b463013,1551096857,"Merge pull request #843 from Blankj/1.23.5

1.23.5","64fa78a278f9b413fad571985986df8fd0017db4,a799db29b1ac8239ce054c24592402a804574c97",10404,0,0,1,10405,"14,20,30,0,10,1,124,19,1,119,25,63,0,2097,1556,3952,1418,878,269,81,92,41,6",23,10816,11.0,4
4617,blankj_androidutilcode,56854c7f8086ec17af3182cf7a09430819840c77,1561603939,"Merge pull request #969 from gzu-liyujiang/1.24.5

1.24.5","4625d7e82d343e4135617bfdc92661fae842d65d,8fa41678ee59c8644293f2b9c00febd8b1e6b96c",0,10389,0,0,10389,"11,17,47,0,12,1,134,21,1,126,38,63,0,1,0,0,0,0,0,0,0,0,0",14,472,-9.0,4
5390,freshos_stevia,10d8e5897dba2aef3563c8ba2512cab0b34e4dd1,1509994989,"Updates LoginExample project
",3782da8028e7841d5e070d6a5bee19042b9c9097,0,161,1,0,162,"9,37,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0",5,63,-12.0,4
6878,tencent_tencentkona-11,3d9467a9486cab0f73713adb21b7feaade00997e,1196814525,"Added tag jdk7-b24 for changeset 06bc494ca11e
",77c86a964655e3586a404d3e0803bd8cd6dbbc01,9,0,0,0,9,"7,46,60,193,1085,4364,5574,6067,3122,1486,2209,2164,1292,357,39,0",15,28065,12.0,4
22029,apache_tinkerpop,e15287f110a32909c2f5e32d9c69dea39bb0f562,1378148616,"Stub out blueprints.
",16ff7acc5aef134753c244b78fad8d241797686c,119,0,0,0,119,"1,4,3,10,43,18,0,12,4,7,12,9,0,0,0,0",12,123,10.0,4
35373,kieronquinn_taptap,bb252c7a2fccb424e67cd5b484f92e5322c86a4e,1596145739,"initial commit
",a3ad4574142d2bf2ee6090a0df250c2d076c58ca,224,0,0,0,224,"11,8,13,3,7,105,0,2,16,45,18,0,0,0,0,0",11,228,10.0,4
43315,raicuparta_rai-pal,7fcb877e20224b352266fa654e6d81c66dad1d11,1694535600,"add mod loaders and mods
",138524d51904802b63d79deef273fea4f415e623,220,1,0,0,221,"8,13,26,10,4,0,10,8,18,138,5,4,26,6",14,276,10.0,4
