,repo_id,commit_id,commit_index,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,max_file_depth_diff,bucket
95026,flowci_flow-core-x,16d767432637ae38cddbc6c28e6c72511414df3d,0,1500023211,"init repo
",,135,0,0,0,135,"6,9,0,0,11,0,0,0,35,52,20,2",12,135,12.0,36
95055,flowci_flow-core-x,880019321d41cf61958f1b9a8511a919ffb55877,82,1585001488,"clean up
",6a481875c98a41629641226858657058ae320698,0,740,0,0,740,"1,0,0,0,0,0,0,0,0,0,0,0",1,1,-11.0,36
96722,dhakehurst_net.akehurst.language,8dc85425302d834d8750709f785d1fa29b90a67c,3,1574700360,"merge original master
","641b0691af4541e762bb19730da6cd34bf5c0f2a,dde58edf7982c1172aef2eb37e5385acff9d4025",302,0,0,0,302,"8,3,10,15,0,47,4,3,0,39,107,47,25",13,308,12.0,36
99162,wiatingpub_mtbsystem,abbba9c1313634ba5c9af8b722d271de7581a8f1,0,1510396848,"构建开发环境
",,630,0,0,0,630,"3,5,11,2,66,179,244,105,0,10,5,0,0,0,0",11,630,11.0,36
99174,zhukov_webogram,0993489bafdcfb42e568bc69d459bc5a3597c720,1,1388938031,"Initial import
",14af21010f86d6dcfdf2a52befcf960271950e3e,3062,0,0,0,3062,"3,12,77,134,1340,156,336,376,165,168,81,16,87,15,96,2",16,3064,15.0,36
99183,zhukov_webogram,a0dc7a71952e3b54b46c23faf66beeadeaed33ae,32,1390587144,"Merge branch 'pr/5'
","ecbb4b30604f08deaa4d87d01db961a7b75da431,ea7dd76f38b12802c6f65eb5a95cd1cf2051f792",2,1733,0,0,1735,"5,6,29,106,1203,0,0,0,0,0,0,0,0,0,0,0",5,1349,-11.0,36
100435,skydoves_themovies2,c645a491b9559766676a90bceda00005ca4d1fb1,1,1567229408,"initial commit
",5a8ba2cdc5b609954bf205c861e94cbfd48736be,207,0,0,0,207,"12,5,4,1,0,74,0,2,63,36,7,6",12,210,11.0,36
105325,arcuri82_testing_security_development_enterprise_systems,371552b850ee703a3cb43d6ed3491cd23d8ba9a7,1,1483472011,"""attribute module""
",6ecd07caa85f51ac5a65c864426473c2a322e483,11,0,0,0,11,"3,2,1,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0",13,14,12.0,36
105715,bes2008_sqlhelper,fad82af6465c860e4f0e827f2b1fa698784c6db3,0,1557047985,"Initial Version
",,100,0,0,0,100,"1,2,0,0,0,1,0,0,0,16,47,26,7,0",13,100,13.0,36
107591,uber-common_cadence-samples,0e2427fa0078e77ccdd6131565a589b5b63e8c98,0,1497914529,"Initial checkin
",,2960,0,0,0,2960,"5,2,1,140,351,643,500,405,300,314,111,184,0,4",14,2960,14.0,36
107740,d4rken-org_permission-pilot,b9d0d268be0015e15f1ead3640a4e148929211ca,1,1657741360,"Basic skeleton, cloned android-starter-v4
",04608378c2a21d5378b27bd9b02610273e0ed6a0,194,0,0,0,194,"7,5,5,2,3,49,10,4,10,63,24,13",12,195,11.0,36
111679,awslabs_aws-saas-boost,e70a9955e20823946ee338a9ebe43f8736540bcb,1,1620776854,"AWS SaaS Boost general availability
",b9494d7ecc2d314b93c6917874234b09d696290e,476,0,0,0,476,"9,29,68,45,92,81,14,11,0,8,3,89,32,0,0",13,481,12.0,36
115695,logicalerror_realtime-csg-for-unity,549e74a77c047e165ed46ad57740d22e54854b50,4,1573303233,"First post

",55e42727364643dbef37447f4951ff49912efc35,773,1,0,0,774,"3,0,19,3,20,46,33,308,154,92,37,58",12,773,11.0,36
117266,alibaba_compileflow-idea-designer,4f0548e865cecf2d70f625e7594c928b84460ef6,3,1597551142,"初始版本
",e8db6499439946714a346cdb3e49d7365c7b6c83,195,0,0,0,195,"5,9,18,0,1,0,0,1,3,65,72,13,9",13,196,12.0,36
118265,tencent_tnn,fb2c9a9ab26f6d61d8a2a3cf64292c9b7c8d7830,0,1590750694,"init project
",,2035,0,0,0,2035,"7,24,118,430,202,776,298,121,19,19,7,6,8",13,2035,13.0,36
119921,hightouchio_injecto,c890b3b9ee10e5414713a88caa86bb918732bff5,0,1526102327,"Initial commit
",,643,0,0,0,643,"4,0,0,0,69,382,131,38,0,0,14,0,3,2",14,643,14.0,36
126389,expediagroup_waggle-dance,0e4f1a400db09f0a5befaeafd9dcf57559a453d4,0,1500371216,"Initial commit
",,157,0,0,0,157,"8,5,0,0,13,0,0,0,4,55,47,20,5",13,157,13.0,36
126629,vincentrussell_sql-to-mongo-db-query-converter,8d02070b9ffa935c2976367ce38eeda32c15c1a4,0,1473607680,"initial commit
",,7,0,0,0,7,"2,0,0,0,0,0,0,0,0,0,5,0,0",11,7,11.0,36
126691,zeroeightysix_kami,2429a4dd1e868c3c7e05db0736cda09f8ecacf35,0,1532198866,"Initial commit
",,160,0,0,0,160,"5,0,2,4,0,0,1,25,47,31,42,3",12,160,12.0,36
126955,jeppeman_mockposable,36b90fb9cafe5c5a6651e72faa2954080d496178,0,1667242593,"Initial
",,61,0,0,0,61,"8,6,16,7,1,0,0,0,1,9,13",11,61,11.0,36
127789,pantheon-systems_drops-8,992155662132576cb570f05e8b7f2d19af6810c0,0,1439856026,"Drupal 8.0.0 beta 12. More info: https://www.drupal.org/node/2514176
",,13277,0,0,0,13277,"13,26,82,570,1460,3791,3741,1904,943,372,332,38,5,0",13,13277,13.0,36
129015,taehoonleee_multi-module-clean-architecture,5fdf4fc74135be34d8bcd4a29c3567516d200fe2,0,1626852662,"first commit
",,73,0,0,0,73,"6,15,2,2,0,24,0,0,0,5,13,6,0",12,73,12.0,36
129119,aresclient_ares,763aa67d130490d4e60d3c18fe108286ac99d481,0,1606341374,"initial commit
",,480,0,0,0,480,"9,4,24,0,5,0,0,10,20,30,141,197,28,2,4,6",16,480,16.0,36
129248,dotmesh-io_dotmesh,fad3a06bd3a834f30b605aaafd60c5344e2c5f18,0,1518713758,"Initial commit.
",,2614,0,0,0,2614,"17,30,24,11,49,6,294,327,480,427,240,409,36,177,83,3,1,0",17,2614,17.0,36
130060,elbbbird_essocialsdk,3570a23c9aff288f269359afc53d3137e8ed0aee,0,1447918895,"初始化版本，实现三个平台的SSO登录功能
",,65,0,0,0,65,"9,7,5,3,0,15,0,3,5,5,13",11,65,11.0,36
136457,apache_incubator-seata,1c9b204cb4ed6ca122174f7debd8f74cf32345f5,1,1547008885,"Merge pull request #2 from slievrly/master

fescar init","9bdb80d4fa9f0ceeef117f0bef1285e31b47349c,85192cc816e71a852e0123333ed964f0c6c6f3b4",274,0,0,0,274,"6,13,0,2,10,0,2,0,18,117,89,18,0,0,0",12,275,11.0,36
137062,jetbrains_package-search-gradle-plugins,891c1db56aa765458732e223206078ac874cbcf5,0,1627235393,"Initial commit
",,30,0,0,0,30,"6,2,2,0,0,0,0,0,1,9,10",11,30,11.0,36
139825,mcreator_mcreator,a724aa51b377d18ca7ba84f0ce44467538739854,0,1599231560,"Public release
",,4286,0,0,0,4286,"11,39,33,454,1934,854,203,294,329,73,15,45,2",13,4286,13.0,36
141564,anuken_arc,5c5f429455e51cae2d55d4b7e2e261fd79005ab5,1,1545282706,"Initial upload
",8065864e7363b3a3d7da92db843483bb90cae3a8,1785,0,0,0,1785,"7,9,99,31,37,50,778,319,115,87,21,88,8,87,101,27,22",17,1886,12.0,36
142205,mobilechromeapps_mobile-chrome-apps,e8503077b7192127cd03857d88ad1e5331a0d413,153,1378773641,"Merge branch 'dev'

Conflicts:
	chrome-cordova
	cordova/cordova-android
	cordova/cordova-ios
	cordova/cordova-js
","597782708cbc90591c56fa3da756e68985091a9c,5e8273cf0c9952d54595bdfbc02b02e827b377ea",7417,0,0,0,7417,"7,14,23,82,135,302,888,980,1171,1197,755,646,480,226,314,100,125,27,16",19,7488,12.0,36
143936,carrot2_carrot2,53e6ae5d092ad09dfd4e3997d4ce31dd92dc731b,5,1063966491,"Initial revision


git-svn-id: file:///home/dweiss/carrot2/migration/carrot2.svn/trunk@8 7ff1d41c-760d-0410-a7ff-a3a56f310b35
",c3b94257988ecd38236104f305a9c33d2a44f142,570,0,0,0,570,"0,19,22,72,24,51,52,69,22,60,29,47,87,24,3",15,581,13.0,36
145742,dromara_cloudeon,434623a751bf4493975ee3ff9bf1254dc922fdd3,0,1674957808,"init backend
",,749,0,0,0,749,"6,24,61,153,10,12,3,44,110,123,132,56,15",13,749,13.0,36
154646,nextcloud_talk-android,05d080b95c02a74cd0f548e24f613987fbbe7eca,0,1508755238,"Initial import

Signed-off-by: Mario Danic <mario@lovelyhq.com>
",,129,0,0,0,129,"7,9,4,1,0,45,0,2,15,13,6,27,0",12,129,12.0,36
158940,benkuly_trixnity,14143ee1e43c9dee39b32005b61191c54e8807d4,1,1609349946,"first draft
",04a99ed84a792d4dda5708ba80dee5f905ae9d44,35,1,0,0,36,"7,2,2,1,1,0,0,0,0,6,6,0,11,0",13,36,12.0,36
848,datatheorem_trustkit-android,f882ee7839a42034cbcfe01812eaea810a0d14b4,0,1471626450,"first commit
",,33,0,0,0,33,"0,2,0,2,0,16,0,0,2,5,6",11,33,11.0,37
1088,lentolove_tsp-wan-android,a41192abb4e0cfb7e825411f708052a1e2ef9a49,1,1642735208,"project init - V1.0
",9bf79f73293bc35c6b13c9fc96446c52e1c5a471,273,0,0,0,273,"8,11,2,1,1,116,0,3,21,61,29,21",12,274,11.0,37
2347,intel_xess,0d32d340598c87bba6f632127231a47e9412157d,0,1664293524,"Initial XeSS 1.0 release
",,1505,0,0,0,1505,"2,17,112,127,182,488,289,206,75,3,2,1,1",13,1505,13.0,37
3307,tugraph-family_tugraph-analytics,e4a7d05a90821113f8f24f08eaf842ff14f10f2a,0,1686383339,"init commit
",,3766,0,0,0,3766,"9,21,20,108,133,66,112,432,39,25,233,397,861,657,523,91,19,20",18,3766,18.0,37
18791,mobilenativefoundation_store,2f9dc95aa070905d1a95e01e708d637ebb0408ab,3,1559869389,"Merge remote-tracking branch 'r1remote/feature/coroutines'
","727a17dd73f8a4e72d8fff48cdaac57552194a0c,df98e780431c70d607d47b0e2c48eb9e5e585346",234,0,0,0,234,"14,37,4,1,0,14,0,0,11,84,36,33",12,234,12.0,37
20897,kubernetes_node-problem-detector,32d7acc54fe1ec9a849e34dcaac6b72446ba52a0,1,1463617859,"Merge pull request #1 from Random-Liu/add-node-problem-detector

Add initial version of node problem detector","802acee7e3e1e284a0fb5fa07b9f0ce291583815,d96d67dae3bd1cd71e6e01c312cb084f2321fd79",867,0,0,0,867,"6,9,15,44,149,230,200,127,6,0,44,39",12,869,11.0,37
24788,matanolabs_matano,c17da9e8dfd532e6eaf8037ca3cf37739a928ccb,0,1657804669,"Initial commit.
",,70,0,0,0,70,"8,9,31,11,4,2,0,2,0,0,3",11,70,11.0,37
26898,yeecode_objectlogger,d3fce463bac8b51169e87f666443e26700a69c14,0,1577101893,"rebase to yeecode.github.com
",,88,0,0,0,88,"5,32,10,0,2,1,2,0,0,4,32",11,88,11.0,37
30874,quantstack_jupyterlab-drawio,24a38aa82961b8b9e717193bcf14382caa35e5ac,0,1517416624,"initial commit
",,1863,0,0,0,1863,"5,15,7,16,160,632,434,288,139,165,0,2",12,1863,12.0,37
30888,bookdash_bookdash-android-app,6c2c986e41ced568014bebc0463a1765007e2f1e,0,1448473872,"Added initial project.
",,179,0,0,0,179,"8,7,3,2,0,86,0,15,2,54,2",11,179,11.0,37
34194,cyrildiagne_ar-cptext,d0ddd38f2dddacd9701bad0b6c7143eae7a673f6,0,1589730401,"first commit
",,44,0,0,0,44,"2,16,3,2,1,0,9,0,0,0,4,0,0,7",14,44,14.0,37
37337,qualeams_android-face-recognition-with-deep-learning-test-framework,1add04adb5a492eb396717378c716e7081710a23,0,1469290518,"initial commit
",,5068,0,0,0,5068,"14,11,15,17,23,170,1805,977,691,1031,188,118,8,0,0,0",13,5068,13.0,37
41584,comodosecurity_openedr,a0d8c7080ddb81243d3d112075a2d5befd121cf8,3,1604957925,"Initial commit
",d379f76ab1fc52dbe148844da78aa77b02b7e0b1,66323,0,0,0,66323,"1,3,0,249,1844,7670,20868,17277,7484,4979,3776,2087,39,47",14,66324,13.0,37
48086,ch4rl3x_htmltext,6a917bdd090b41f027d124e0917b4b00497153d4,0,1633707248,"first commit
",,57,0,0,0,57,"12,11,6,2,0,18,0,1,0,3,0,4",12,57,12.0,37
48693,bazelbuild_intellij,13456c22d4225ebb60f67a7e5980e9e72102030e,1,1467999819,"Initial import of ijwb, an IntelliJ plugin for Bazel
",986fb9653f481e7dcbc7d8bb197e0bb3bc0a9e7e,810,0,0,0,810,"9,19,22,31,0,0,0,10,259,204,205,52,0,0,0",12,811,11.0,37
49719,nordicplayground_android-nrf-uart,e6d0ee10c9618b3d9c0640407fa7c9ce32a3622f,1,1441624424,"Initial commit
",f8af9038f5722a98485aa427e63002057b73b2f8,114,0,0,0,114,"10,11,6,8,5,15,5,15,31,3,0,1,2,3",14,115,13.0,37
53991,javakam_fileoperator,268c6df1cee08660c0301cbe12d4a2196ac85fbd,0,1592831147,"first commit
",,122,0,0,0,122,"8,11,6,3,0,32,0,5,38,13,6,0",11,122,11.0,37
54891,sonarsource_sonar-kotlin,917626515df31a9842245140817e26f9aa678824,0,1624432278,"Initial commit
",,793,0,0,0,793,"6,9,4,0,18,54,16,48,410,60,101,29,28,8,1,1",16,793,16.0,37
55575,zhihu_matisse,c4371321a9a379284ed0bc4510b569682876acff,0,1492047199,"first commit
",,122,0,0,0,122,"8,9,2,2,0,60,0,3,5,21,12",11,122,11.0,37
55897,eclipse_jifa,741bd87be62c61d714493553a2994714cea1fee4,0,1595854684,"Initial Contribution
",,158,0,0,0,158,"7,7,12,9,24,6,0,0,0,4,35,23,31",13,158,13.0,37
62212,netflix_titus-control-plane,459935d0b1acbc7db51e7b41978c94b2564f2176,0,1508279157,"Initial
",,1197,0,0,0,1197,"13,16,10,3,11,4,0,1,22,191,363,429,114,20,0,0",14,1197,14.0,37
63177,momosecurity_momo-code-sec-inspector-java,e1f4ed1d67a970a2712cbaf40dd8a71627be15a9,0,1601022435,"opensource
",,179,0,0,0,179,"9,2,4,1,25,0,28,14,28,33,35",11,179,11.0,37
64332,fairwindsops_gemini,6748dc151ad5deda843638c82c48e7c424e2cd4e,2,1585421576,"add crd
",3048b123d712f1c5263a07c8494461e9269107b6,52,0,0,0,52,"4,0,1,0,8,9,2,8,12,2,4,3",12,53,11.0,37
66746,lygttpod_androidauto,5fbffa815a525224fa18ce6eecfc0fb710bc3494,0,1691312151,"init
",,78,0,0,0,78,"6,7,2,2,0,32,0,0,8,20,1,0",11,78,11.0,37
67705,kubernetes-sigs_alibaba-cloud-csi-driver,86094d97f969a255bb6597ac73622f355734b76d,0,1533628422,"init alicloud csi plugins
",,13772,0,0,0,13772,"8,4,32,80,368,2007,3854,2497,1017,1121,1202,845,484,73,97,74,5,4",18,13772,18.0,37
73871,rackaapps_thinkrchive-multiplatform,cab0d2daa09b498f7ab5d079c6cf1c9579c610a4,0,1645566225,"project upload + sqlDelight & ktor setup
",,169,0,0,0,169,"9,5,4,1,8,53,0,11,0,8,17,27,26,0,0",13,169,13.0,37
73883,rackaapps_thinkrchive-multiplatform,9d44ea52e26b9c5a6eceb2f0794a6022b3afc3cb,18,1646149638,"delete all
",50e0ff2fa7400336fa78b47da3709e2349c18620,0,1,0,0,1,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-11.0,37
73884,rackaapps_thinkrchive-multiplatform,48dd8fdf0119b2a26787416f277e00ebe3fef877,19,1646149741,"add back files
",9d44ea52e26b9c5a6eceb2f0794a6022b3afc3cb,190,0,0,0,190,"9,5,7,3,7,54,3,21,16,1,11,26,13,14,0",14,190,14.0,37
74221,weactstudio_weactstudio.ministm32f4x1,d7f5f4f5e7b0a161974c7d07b7e26386fe3c1677,0,1578370250,"first commit
",,2725,0,0,0,2725,"3,3,33,28,52,322,323,1258,114,125,113,21,330",13,2725,13.0,37
90277,topiam_eiam,20f442c776ff20c81180b78b86faa3347fe30fd2,0,1670776887,":tada: 重磅发布
",,1479,0,0,0,1479,"8,20,34,0,4,106,54,9,12,313,462,385,50,11,0,11",16,1479,16.0,37
97658,leanflutter_flutter_flipperkit,da683ae7f640b3c33b3788a2ac0d77a644f8cde7,0,1550674811,"first commit
",,78,0,0,0,78,"6,13,10,12,4,23,0,7,1,0,2,0",11,78,11.0,37
106028,azat-co_mongoui,e3927308cc025637f5f43c971d05c0be5143a7ea,26,1400040150,"add node_modules to avoid breaking changes from connect and others
",83b22b01305d113253ab91885d546fbef659185b,3960,0,0,0,3960,"6,14,92,66,175,317,767,644,550,471,314,143,278,67,116,10",16,4030,13.0,37
106029,azat-co_mongoui,ee38d0651713c118b411ac25fbf927af0275644f,41,1461205801,"Merge pull request #30 from azat-co/react

React","1aca30b021b17f28d6f91f7b9e5a749b6d39525d,b42e62162cc6f09efc5a6f20b0ea6ee1d9d08645",20,4011,1,0,4032,"10,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0",3,39,-13.0,37
1225,metabrainz_musicbrainz-android,3a7f11b640c1067e037957eef978f744fa65ee4e,0,1547829003,"Initial Commit. Add starter code.
",,403,0,0,0,403,"6,9,3,1,3,200,0,4,84,90,3,0,0,0",11,403,11.0,38
14803,apache_iotdb,a3a5a392e3d4694ea721b51f1b7a50cb8e583898,0,1494139807,"Transfer codes from pre-project
",,45,0,0,0,45,"2,0,0,0,0,0,0,2,18,16,7,0,0,0,0,0,0,0",11,45,11.0,38
21218,weasley-j_dtt-spring-boot-parent,9884408dc2a1182d5888a9681cbb0f06d99661f5,1,1657712421,"init.
",91859cced6af99d15f07b2bf67485303e10cd7f5,339,1,0,0,340,"3,7,0,0,3,8,2,9,274,17,13,3",12,339,11.0,38
27717,caffeinemc_lithium-fabric,0c82e7d217309441867c18f4dbbe5abb32e1c2d2,0,1575084462,"Initial commit
",,65,0,0,0,65,"6,2,0,2,1,1,0,2,2,24,25,0,0,0",11,65,11.0,38
28089,cordova-plugin-camera-preview_cordova-plugin-camera-preview,b1ac865ebd01ba44fd823e08488de1cb39eadffb,1,1419621900,"first commit

first commit
",c60c51b2e2c60bd5da33f6fdd767b4e557e62ffc,1228,0,0,0,1228,"3,3,2,11,16,82,168,142,92,134,194,183,129,71",14,1230,13.0,38
28979,lonng_nanoserver,fc0f2ff2de8a43a048c71e8de3f6b59c74b91c27,0,1528774244,"init commit
",,4055,0,0,0,4055,"2,24,58,111,540,1382,1126,594,139,65,14",11,4055,11.0,38
33926,mcharmas_android-reactivelocation,a7a31b5886ff81d0d0d303d1343c71596fcf2cc3,0,1390827862,"Initial commit.
",,37,0,0,0,37,"6,5,2,2,0,7,0,0,3,4,8",11,37,11.0,38
35547,v5tech_maven-framework-project,d30d1bb71e9acdba12a1c049effc162fc1ab2022,0,1350873832,project init commit,,120,0,0,0,120,"4,8,0,17,4,7,2,0,41,22,12,3",12,120,12.0,38
35687,dtstack_chunjun,1fbab2946a03a59d3657e6e7ebc5e0c1d1126ec0,0,1524942314,"hyf first commit for v1.6
",,215,0,0,0,215,"3,29,44,0,1,1,1,1,45,29,57,4,0,0",12,215,12.0,38
39803,intsmaze_flink-boot,bdf27639e0cc1840d36119e41501bab96f19f1bf,0,1606743782,"懒松鼠Flink-Boot
",,258,0,0,0,258,"3,29,89,14,17,1,3,15,48,34,5",11,258,11.0,38
41129,jlmd_animatedcircleloadingview,749d757d7b9ed379426131ad69cfc066719d8efe,0,1434123012,"First commit
",,37,0,0,0,37,"7,10,3,1,0,10,0,0,2,1,3,0",11,37,11.0,38
42610,lz233_emblematix,0c390b0e0a7b835633e5b24ab8013f3823196cf5,0,1687604030,"Initial commit
",,42,0,0,0,42,"6,3,2,1,0,19,0,0,4,1,6",11,42,11.0,38
42634,paradiseduo_clashxr,670e2057f64fa8d0496cb4da2a57a5f07bd977f5,0,1585907278,"first
",,914,0,0,0,914,"14,32,74,239,225,86,31,137,39,5,32",11,914,11.0,38
42664,thedillonb_codebucket,286a76f80a194c3c91c6cbebebdc970639d94d53,0,1338616345,"Everything!
",,160,0,0,0,160,"4,7,43,8,26,46,11,1,4,0,10",11,160,11.0,38
43156,jenly1314_wechatqrcode,1bf865d2771e623d7ab5fdee433f18b4ee7961b8,0,1627120354,"Initial commit
",,243,0,0,0,243,"10,29,5,5,2,178,0,0,3,9,2",11,243,11.0,38
45940,aws_amazon-ecs-cli,cbdc2d541f59f8faf4085a42ca5717ea351459ee,0,1444255938,"Initial commit
",,930,0,0,0,930,"6,10,3,22,20,20,84,37,257,333,128,2,8,0,0,0",13,930,13.0,38
48926,imknown_androidlowleveldetector,633cf7cad24808b334eb44510176338a6b4d4947,0,1571119550,"Init
",,47,0,0,0,47,"8,10,4,1,0,19,0,0,3,0,2,0",11,47,11.0,38
53539,open-turo_nibel,6210f60933ed2c05496694939c3c4dd37a31ff03,1,1689641410,"feat: initial setup
",861bfdf60c51b2c653ffcc018ad630358df22530,160,0,0,0,160,"11,10,11,1,1,6,24,0,31,23,9,35",12,162,11.0,38
54692,fython_materialstepperview,82152b3d12f3cfb70f4ec0bd1ffdbca00d75927c,0,1502164507,"Project: Initial commit

Signed-off-by: Fung <fython@163.com>
",,47,0,0,0,47,"6,6,2,2,0,17,0,0,11,2,1",11,47,11.0,38
55573,shashank02051997_weatherapp-android,d929d39c544871945b5adf28743e9a3c3be5bd26,0,1619564033,"Created the UI and consumed API
",,71,0,0,0,71,"6,11,4,1,0,27,0,3,8,10,1",11,71,11.0,38
56652,garrylachman_electrocrud,224226636d9f1f5e13aa7fdafebb5020903218ee,152,1685978997,"Merge pull request #164 from garrylachman/develop

merge Develop to master","da54747b9a2f5495281fbe8c4b261456b3c290da,253058ca66ea82c01c68b2a652beea919896c513",673,0,0,0,673,"21,23,120,162,248,18,12,27,7,13,22",11,673,11.0,38
57182,packtpublishing_modern-android-13-development-cookbook,ea4f2b7f36c7e1e3f49a5b37e4543b199c75d2b2,1,1667665359,"Android Community Chapter 1 files
",8d00ae188f7b468427fa9d440ac7f0af197127ee,106,0,0,0,106,"2,0,12,16,5,2,0,38,0,9,15,9,0",12,108,11.0,38
58035,openolat_openolat,18c787522204603b6d0ea585a799cb6122eeecc9,0,1297421337,"Initial import of olat3
",,6449,0,0,0,6449,"0,15,56,33,44,146,156,1230,1498,2138,931,186,13,2,1,0,0,0,0,0,0,0,0",15,6449,15.0,38
63349,apache_arrow,fa5f0299f046c46e1b2f671e5e3b4f1956522711,2,1455712719,"ARROW-1: Initial Arrow Code Commit
",cbc56bf8ac423c585c782d5eda5c517ea8df8e3c,124,0,0,0,124,"2,2,2,0,0,2,25,0,6,33,41,13,0,0,0",12,126,11.0,38
66882,planetarium_ninechronicles,9b92ffedcc9942ff5f8575c229e4b8ba662de91b,0,1614318771,"initial commit
",,12860,0,0,0,12860,"11,21,87,448,927,4073,4208,2359,509,200,17",11,12860,11.0,38
69160,xiaojinzi123_tallyapp,030538244dc2ead7e306d36681a8644917d35cf7,0,1646160063,"first commit
",,788,0,0,0,788,"13,32,46,8,23,194,34,0,11,89,81,57,200",13,788,13.0,38
70476,killme2008_metamorphosis,b90fd65a49e8451ce0856d6d96fcc1d138f9f850,1,1330505977,"create for opensource
",2a7e356a225a48fafe12c80ff5c2e3fd48a8d902,540,0,0,0,540,"5,27,32,0,22,0,0,12,126,227,89",11,540,11.0,38
71426,allure-framework_allure-gradle,1d4295594d56723fd06e49683ab6b2307ec6f76e,0,1489932482,"initial commit
",,22,0,0,0,22,"5,0,2,1,0,1,7,0,0,1,5",11,22,11.0,38
72622,bytedance_fedlearner,0c90a666db6e239c32b80ef09df80c7b36f1574a,0,1579672454,"Init commit for opensource. Removes internal stuff
",,129,0,0,0,129,"8,20,36,23,16,0,8,9,2,4,3",11,129,11.0,38
75135,nvidia_gpu-operator,deea156a6a4f1f13f2747588348cbde8b0755ada,1,1560204351,"Initial Commit for the GPU Operator new home
",95c29757724662e98517eaacfb5961c6bd80beaa,5362,0,0,0,5362,"8,11,28,75,618,1841,1416,704,463,68,61,66,1,0,2,3,0,0",16,5365,15.0,38
75154,nvidia_gpu-operator,9fdae4d499ab21457cb37f5e9cecbe6e65d27eac,91,1581539651,"Merge branch 'sdk-0.10' into 'master'

Revendor operator sdk to version 0.10

See merge request nvidia/kubernetes/gpu-operator!65","b08bb0fd30734518316413fc96b210f049c6a98e,feb5e6139cbf2051dfe74d00a3742d5f0c254dd7",3,9746,0,0,9749,"12,20,32,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0",5,85,-13.0,38
76171,sikv_photos,38dec1c7fe811a3b6a05975241b13858acf76249,0,1526815235,"Initial commit
",,1059,0,0,0,1059,"0,3,0,1,6,33,601,170,60,53,74,45,13",13,1059,13.0,38
79847,mono_cocossharp,9805028be4eab89a0aab28b73e0e4287bed8490d,1,1351638340,"initial commit of verison 2.0.3

this is the original source from Gena Minchuk with changes to support
additional features and label loading.
",a3d1e8406c1db59cd7ced131f82d45a1f8d3c5b5,1697,0,0,0,1697,"7,15,127,570,111,554,212,38,42,7,10,7",12,1700,11.0,38
81641,au-covidsafe_mobile-android,b827cf3ccef72a3d38c6fc37466a99868823540f,0,1588915383,"COVIDSafe code from version 1.0.16
",,341,0,0,0,341,"7,5,2,7,3,182,0,0,11,55,47,9,13",13,341,13.0,38
84126,organicmaps_organicmaps,d6e12b7ce4bcbf0ccd1c07eb25de143422913c34,0,1442950437,"One Month In Minsk. Made in Belarus.
",,10213,0,0,0,10213,"6,363,328,1457,2263,2943,1311,1241,240,51,10,0,0,0",11,10213,11.0,38
101870,swagger-api_swagger-editor,dbfe506e21ad9d4bce7a712259ae5c29101c2663,54,1399665803,"adding in the node_modules and bower_components, since we had to add yaml highlighting rules for ace and you have to dowload those anyway.
",bfa5a7564509adee7cbfae52c19c5f00380ddc05,13568,0,0,0,13568,"13,9,213,209,1421,1325,1417,1398,1206,1730,1780,372,661,418,739,319,304,96,32,0,0",19,13662,13.0,38
101887,swagger-api_swagger-editor,4d16e22e7924e0463155af00b0f4e146e6affd43,112,1400296771,"Remove node_modules and bower_components

Fixes #43
",6d3925ce43087d27dd0a6ba530e28946f39ea512,0,14428,0,0,14428,"13,10,39,13,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",6,113,-15.0,38
102720,fxllong_fisher,db2458cb5393abf43229c874b8cc5753f3720e58,0,1550822542,"项目提交
",,248,0,0,0,248,"2,5,0,4,15,6,4,85,101,25,1,0,0",11,248,11.0,38
104440,1250422131_foodchoice,5e40e9c0167760ea18d94f1a6fdfef09eb89c274,0,1689331451,"Initial commit
",,155,0,0,0,155,"7,10,37,2,8,22,1,7,5,37,14,5",12,155,12.0,38
104660,apache_shiro,fcb0125ff558d415b44d3800f065197a8596cd11,669,1368315788,"Re-creating a new trunk directory for 2.x development.  The previous trunk dir is now located at branches/1.x



git-svn-id: https://svn.apache.org/repos/asf/shiro/trunk@1481457 13f79535-47bb-0310-9956-ffa450edef68
",3bc01831e17a694d6d814c91b4a36d539f310b7a,0,846,0,0,846,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-12.0,38
104661,apache_shiro,2fe01ee179aa09ac03a248f84b4a7166c1a0a60f,670,1368316169,"Copying the new 1.x branch into the new trunk as a starting point for work towards 2.x


git-svn-id: https://svn.apache.org/repos/asf/shiro/trunk@1481461 13f79535-47bb-0310-9956-ffa450edef68
","fcb0125ff558d415b44d3800f065197a8596cd11,8032f004f9030aa46513fe1eaaabefb04b563b25",846,0,0,0,846,"7,6,19,0,4,48,19,14,238,295,127,69,0,0,0",12,846,12.0,38
