repo_id,commit_id,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,repo_id,bucket,max_file_depth_diff,95%
blankj_androidutilcode,5cada7efa7e7503b4f1ed3f27aaabd532b463013,1551096857,"Merge pull request #843 from Blankj/1.23.5

1.23.5","64fa78a278f9b413fad571985986df8fd0017db4,a799db29b1ac8239ce054c24592402a804574c97",10404,0,0,1,10405,"14,20,30,0,10,1,124,19,1,119,25,63,0,2097,1556,3952,1418,878,269,81,92,41,6",23,10816,blankj_androidutilcode,4,11.0,15.0
containersolutions_externalsecret-operator,f3183c2f0d157351cc7439f9cf859678f1f41d4b,1553783644,"Merge pull request #9 from ContainerSolutions/update-operator-sdk

Update operator sdk","859992f242d1173bf8c354cd50e906828bf791e8,38513d3971790f2d0ca2fc2a27d7139a5083d141",10250,11,4,1,10266,"6,8,16,152,852,2414,2502,1429,1973,473,302,129,5,3,2,3",16,10269,containersolutions_externalsecret-operator,36,11.0,12.0
liquidplayer_liquidcore,4bdffef9ccdbd661912647ca7b6386ff7bc5f32a,1474857928,"Added node as a dependency
",56782de554003ffc0a48d4e8fbcd96eb80962e57,19031,0,206,0,19237,"7,11,40,237,1865,1092,6632,6072,1293,418,293,71,328,58,138,112,282,284,102,0,0",19,19335,liquidplayer_liquidcore,36,11.0,12.0
modernizr_modernizr,fa31361b7b23dc688f0f649cd9e416289e6ced8c,1359157551,"Merge pull request #794 from SlexAxton/3pre

Merge 3pre into master - feels good man","f5abc76971df265b256da81cbbaefd7493a63e41,7270c43d8b4ef4817e972989bdd556bbfaf21440",5967,23,83,2,6075,"13,106,196,97,251,161,599,431,503,2526,401,213,366,133,26,45,3,0,80",19,6150,modernizr_modernizr,41,15.0,10.0
iamr0s_installerx,cc176d657134166c54a011747c4cf2906f4b3bd2,1679735226,"first commit
",550f3043164c1fa59625ff25d71ad6dc71944935,331,0,0,0,331,"7,5,2,3,0,78,4,18,11,8,48,50,47,28,23",15,332,iamr0s_installerx,29,14.0,13.0
openbmc_openbmc,21f9b84b4b729fbd7acbd465e7a3f726e4d20f91,1442346089,"Merge commit 'c124f4f2e04dca16a428a76c89677328bc7bf908' as 'yocto-poky'
","101cef31e2bf54c678501155cd2106251acbd076,c124f4f2e04dca16a428a76c89677328bc7bf908",5178,0,0,0,5178,"14,7,73,395,1621,2374,396,124,32,3,76,71,6,0,0,0,0,0,0,0,0",13,5192,openbmc_openbmc,40,12.0,9.0
passbolt_mobile-passbolt-android,b25c2e6ff0e9ce7d6cde0600225ecb8b882d1ea9,1617702355,"Merge branch 'feture/init_android_project' into 'develop'

[PAS-7][PAS-8] Setup repository and CI

See merge request miquido/passbolt/passbolt-android!2","a8b8af5a9cb77fa9b1e6611a97dd81de9190522f,8158a70846eb1d0ee4063d3c7ad9c6428cc2673d",102,0,0,0,102,"10,16,22,1,4,19,2,0,4,0,0,12,13,0,0,0",13,103,passbolt_mobile-passbolt-android,60,12.0,13.0
siddhi-io_siddhi,f7c0792c6e3c40a4dcd3aa9014d85c357e809235,1398083387,"adding siddhi 3.0.0
",cb16d5ff1a90f91074a8116f53461bf7e30cbbd4,572,0,0,0,572,"5,0,9,6,2,3,0,0,3,1,103,129,110,175,29,0",15,575,siddhi-io_siddhi,37,14.0,15.0
siddhi-io_siddhi,0462523b80436c8e0483d657e22b219b3bf50723,1409811047,"adding siddhi-query-api & siddhi-query-compiler
",1a2bc4402f1e9854116fb02909a11194da918614,97,0,0,0,97,"4,0,2,0,0,3,0,0,0,0,15,20,27,2,28,0",15,101,siddhi-io_siddhi,37,14.0,15.0
qist_tvbox,fcbdcfd1cb2fe73932cec1eb01f1e180c258bdf3,1661302519,"更新 '{""key"":""csp_XYQBiu_短视频"",""name"":""分享短视频(YXQ)"",""type"":3,""api"":""csp_XYQBiu"",""searchable"":1,""quickSearch"":1,""filterable"":0,""jar"":""https://gitea.com/hongdeng98/TVBox/raw/branch/main/jar/XYQBiu.jar"",""ext"":""https://gitea.com/hongdeng98/TVBox/raw/branch/main/XYQB/分享短视频.json""}0823.json'
",1fe2b7b6242c95ef0f07f88ed2e32f552fd30448,0,0,2,0,2,"14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",17,24,qist_tvbox,0,15.0,10.0
senbox-org_s1tbx,efe4181090d7897ae48bd189c94161583a59573d,1347645466,,f66f0419dc7883ba1a290983f3bf02fc69fa09b3,6114,0,0,0,6114,"16,28,34,60,88,91,248,341,510,584,1730,1611,533,218,17,5",16,6114,senbox-org_s1tbx,72,16.0,15.0
tencent_tencentkona-11,3d9467a9486cab0f73713adb21b7feaade00997e,1196814525,"Added tag jdk7-b24 for changeset 06bc494ca11e
",77c86a964655e3586a404d3e0803bd8cd6dbbc01,9,0,0,0,9,"7,46,60,193,1085,4364,5574,6067,3122,1486,2209,2164,1292,357,39,0",15,28065,tencent_tencentkona-11,4,12.0,15.0
afkt_devcomponent,0395041e60d484508f95046e249a127a7ade29f0,1659284264,"Update README.md
",b2a23a106b7aeb8ff16938e46e0affb4e37bccee,394,0,0,0,394,"11,3,22,38,72,8,42,56,29,27,8,40,40,11,0,0",14,407,afkt_devcomponent,72,11.0,13.0
aws-samples_lambda-refarch-webapp,3c739d142adaf3fbc6516d3e33ec83885370aa6e,1443969310,"Added source for Lambda functions
",b63610ae7f794df4f1da253b404d20110967fa05,879,0,0,0,879,"9,0,3,0,19,158,123,79,109,66,109,31,167,2,13",15,888,aws-samples_lambda-refarch-webapp,0,14.0,10.0
openebs_node-disk-manager,29aeebf303508309f773a376d0f82cae5a367958,1520922741,"Merge pull request #2 from pawanpraka1/master

initial repo checkin","b39850e97cd908ccf63167dec5f6f056065fc10e,1184788b3b69313a635c146cd50e85a7603261d2",5495,0,0,0,5495,"3,2,0,65,568,1648,1752,806,470,104,60,18,0,0,0,0,0,0",12,5496,openebs_node-disk-manager,63,11.0,12.0
openfaas_faas-cli,c4ab2b973ba703266295198ca7a266d41d16a4c7,1498217649,"Add vendoring:
",9981b7f622bc17df42469dbe67f2fa3e4c54c22d,7329,0,0,0,7329,"15,1,19,23,18,39,102,32,3,266,1639,1086,1036,1332,1097,502,134,22",18,7366,openfaas_faas-cli,11,14.0,12.0
openfaas_faas-cli,660bdbc7af7d849a41e6bc1dba456564639999b1,1503251811,"Replace glide with vndr

This commit replaces the current `glide.yaml` and `glide.lock` replacing
them with `vendor.conf` pinned to the same git shas.

This is to bring dependency management in the cli into line with that
used in the main project.

Signed-off-by: John McCabe <john@johnmccabe.net>
",d9b4239a549df9fffc962209c7c44ef40bebc594,1,2,0,0,3,"18,3,32,29,18,39,102,32,3,266,1639,1086,1036,1332,1097,502,134,22",18,7390,openfaas_faas-cli,11,11.0,12.0
arcuri82_testing_security_development_enterprise_systems,371552b850ee703a3cb43d6ed3491cd23d8ba9a7,1483472011,"""attribute module""
",6ecd07caa85f51ac5a65c864426473c2a322e483,11,0,0,0,11,"3,2,1,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0",13,14,arcuri82_testing_security_development_enterprise_systems,68,12.0,13.0
kubernetes-csi_external-snapshotter,cc19fd383fa34c3fa7f7e2614d0f4872fe21a2c0,1534206037,"Merge pull request #6 from xing-yang/snapshot_apis

Add Snapshot APIs","36b1de034172fdcbfcb8eea1617a7fc0dd9add05,3832c9d2b0c7a92ff2613a4e19d9b872850e0f49",17732,0,0,0,17732,"11,2,1,154,903,2884,4796,3167,1535,1304,1281,926,508,83,103,79,5,4",18,17746,kubernetes-csi_external-snapshotter,3,15.0,12.0
rstudio_shiny-server,d074b8f65e93078bcf0b65dd9a3a509f921bc1bf,1349385545,"Third party node module dependencies
",43ac23a79ab62cfc6404df3e6446e65bc15621ca,407,0,0,0,407,"8,0,24,34,108,90,43,30,39,20,5,10,4,0,0,0",13,415,rstudio_shiny-server,62,12.0,10.0
eclipse_vorto,24701d5566832a6409fe4fb1d4d07889453f7948,1436325473,"Merge pull request #1 from aedelmann/master

Initial contribution","2b89cbbf9199368e26fc5dca3ee54f5e14cf6e4d,480430b651ea0b1f519fff491b3588d4d689b21f",911,0,0,0,911,"7,9,228,82,20,4,8,17,71,112,152,147,37,13,5,0,0",15,912,eclipse_vorto,76,14.0,15.0
fomantic_fomantic-ui,58d39d258a2b31c9accc604afbc8a61794c5b12e,1367442340,"Fixes issue with accidental submodule


Former-commit-id: f2f2fbf22402b7bf2a808dbad20619cb212ee9ef
Former-commit-id: 1e28dcc450e2333906f61d603c1d5b1339a419e0",c42dd056e648fbf81e01d3a95b8c32f9eaf25ac2,10446,4,0,0,10450,"2,23,29,253,385,435,616,733,625,736,449,468,270,288,181,115,34,2,0,80",20,5724,fomantic_fomantic-ui,37,15.0,10.0
kubernetes-retired_multi-tenancy,9165a3aad48e0096674aede6a617c8d3201d3c20,1552590270,"Merge pull request #2 from kubernetes-sigs/crd-skeleton

add tenant-controller code skeleton","c15cd0f4d4825d87d25188aa04c4e40b4d04ea48,9a8a99e8b99cd004cf2510f08249218bb978df1d",82,0,0,0,82,"9,1,6,3,1,2,4,4,9,2,4,3,0,0,0,0,0,0,0,0",12,48,kubernetes-retired_multi-tenancy,50,11.0,12.0
probmods_webppl,38c5bddd9bc566fb12d210f3c60ea278d81a1c8c,1407516168,"Add webppl code from esslli course
",cc64450960c4209caa0debb7efc20854284e2048,769,0,0,0,769,"4,9,72,80,89,95,91,66,42,56,19,14,19,32,2,0,80",17,770,probmods_webppl,53,16.0,10.0
remind101_conveyor,01505d73a931908fea25b6b801237538972ca8ca,1436409280,WIP.,efc588f568fbf81ce460010cb263f381bfa44c5f,199,0,0,0,199,"3,2,1,0,0,0,34,30,21,4,38,0,67,0,0,0,0",13,200,remind101_conveyor,46,12.0,12.0
skiddermc_fdpclient,0478db95d4460872077b992713f880235143912c,1577813407,"Uploaded LiquidBounce b67
Client Version: b67
Minecraft Version: 1.8.9
Forge Version: 11.15.1.2318
Minecraft Mappings: stable_22

Changes:
-
",0efed2167a97ff6c5d890bd13d75c8aac3bd2fdd,450,0,0,0,450,"3,4,1,2,4,0,6,6,49,69,42,210,15,41,0,0,0,0,0,0",14,452,skiddermc_fdpclient,56,13.0,13.0
alibaba_terraform-provider,4c60301fb809e751dc61488bd8da5df6cccec850,1528458208,"Publish Release 1.9.4 (#494)

* Change ECS, ESS sdk to official go sdk

* Add a example to create swarm and deploy wordpress on it

* cs_kubernetes supports to output kube config and certificate

* cs_kubernetes supports output worker nodes and master nodes
",349a5dce7d02ff9b87528a0e4b6f543149753d53,17072,0,0,0,17072,"11,228,135,165,742,2404,6860,1670,2028,1863,809,86,144,215,130,31",16,17521,alibaba_terraform-provider,71,12.0,12.0
codefollower_openjdk-research,91acc04ccc7d210f912639f9f0f932688bf04ac4,1396442084,"hotspot初始代码
",a244213365a5d58d3feaa5d4b462eb9f870e23d4,2855,0,0,0,2855,"3,4,21,57,592,1578,283,14,0,17,0,13,177,98,1",15,2858,codefollower_openjdk-research,73,14.0,12.0
exacttarget_fuelux,7a58684fbcfd811a6efc82106206166b11db3879,1341591829,"Add bootstrap and requirejs
",f697cec61f48cda1132f1f1fac76cad9e717b2cc,2751,0,0,0,2751,"5,8,19,130,217,297,542,475,354,267,263,90,39,43,5,11,0",16,2765,exacttarget_fuelux,67,13.0,10.0
microsoft_infersharp,b639e8e86e7a7df0a4f6d8d95bde06a36293fc34,1600124343,"Initial commit (#1)

",528ba9353ec6c007b344a4f21d73b78f14bc0449,2944,0,0,0,2944,"14,39,72,132,806,303,701,760,63,22,33,0,3,0,1",15,2949,microsoft_infersharp,1,14.0,10.0
opennetworkinglab_onos,fae8e665fa47a1496fbeb97dba90da9c6ca2cf5d,1493233623,"Initial import of Microsemi Driver

Change-Id: I431d5f2c18e0b66a84c36273c3d9f0b84f223841

Added in BUCK files for building driver

Change-Id: I70681327f5b89f67e904c45d5974ab393652d51f

Corrected some syntax errors

Change-Id: I11150cc499c212005f80619e3900e747f1c23d96

Updated pom file to clean build

Change-Id: I6613ddc9e6802aa882e716cf04df210249870835

Added in utility functions for EA1000 Init

Change-Id: I51ffe0cf0daf9ffcea0e2479ee9982fcd1755440

Added YMS code to Microsemi Driver

Change-Id: I6f2a14e454c6909bf9e9f6025321c74c98c13c72

Updated driver to work with YMS and YCH

Change-Id: If7dbe3cd5bd1b6f902d09d6b2dc3895605d70f70

Implemented IetfSystemManager as a service and call on YMS as a service

Change-Id: If1c5e8482b1f53f578a3b0b770accd50024111cf

Moved YMS calls over in to Yang Service implementation

Change-Id: I044aad06f1ef7452bc48e88987787a683666cd72

improved unit test for IetfSystemManager

Change-Id: I48fbf831e7e5ca0e1ef3de8288e56da1b5ebb7a4

Major changes to IetfSystemManager to work in live system

Change-Id: I6e3aa118ba422151f314b9a666860d90905c9929

Added in retry mechanism for DeviceDescription to wait for YCH

Change-Id: If8e0f2c2f315ffd6db15627a11382a00217dd262

Added in implementation of MseaSaFiltering and unit tests

Change-Id: I34bf888e0e732bd4664d1fb8ef5abb679b1506fe

Updated driver with unit tests for MseaSaFiltering

Change-Id: I7ea2407a546622ff55d1ab21610c45697546d632

Modified removeFlowRules of Ea1000FlowRuleProgrammable

Change-Id: Ibb4a555f61887a8e6e42af588bb42f7b70f58efb

Added in manager for MseaUniEvc service with unit tests

Change-Id: Idc5853f46051548973f52a0659f7f88982ff960c

Implemented getFlowEntries() for EVCs from EA1000

Change-Id: Ie85dadfa7760f0b30a9bdf6ccd09cca9f097fff9

Added in translation of FlowRules in to EVC on EA1000

Change-Id: Icfb65171c3300c96b3ca4e18cbd327f0ed2190be

Added in handling of FlowRule deletion including complex ceVlanMaps

Change-Id: I7fd0bb0ef04d1b40e4b7d6a6db7f7ee662329780

Updated Service entries for new onos-yang-tools

Change-Id: I44e655202f3a45073e1e16f83737caed6e01afa8

Revert ""Updated Service entries for new onos-yang-tools""

This reverts commit 642b550ef1de12ed59bad2eaa3a2da414d2e5e59.

Improved timeout mechanism for YANG model loading

Change-Id: If744ecd206372e822edf2b736c83226321a12256

Minor edits of EVC creation

Change-Id: Ib0a4763deaf6dce37625ba77f5095b39cd98272d

Added in CustomEvc and supporting classes

Change-Id: Iad60eb1bcd48d2aec55b894b2d419b51852c3b2f

Created CeVlanUtils to resolve loading problem

Change-Id: I0d63931ad2c5ad2725861ebc7dccc4d5fe7b9298

Modified startup check

Change-Id: I6e6bcfa7e615044cb08fe7ee2f8a6c8b89aabb21

Modified handlin of flow rules

Change-Id: I965a79c23298866122aeb94c6d9d584aafee3bd5

Fixed problem with ceVlanMap

Change-Id: If1458c35d0b95b5b25b6636f098292f9e91c06c6

Minor Pom edits

Change-Id: I5cefb18674aa04b1f50bd7e2306260c1c3ad3814

Commented out extension references in YANG files to avoid onos-yang-tools problems

Change-Id: I32fdb34c4f476f495fe28e75d0f410aaf14e2ec1

Corrected error in removing 0 in CeVlanMapUtils

Change-Id: I8cd1fd02788b81c2613364d5639ef6e090057f80

Changes in YMS to accomodate EA1000 driver

Change-Id: I6ae2b9bd2be49eae8d4ad2f929dfe3214c514550
",6a4febe41602c9bca76ff612d8dc605244a16806,104,0,0,0,104,"12,60,333,623,80,74,230,604,1100,2093,1758,1422,488,52,13,16,0,0,0,0,0,0,0,0,0,0,2,2,3",29,8965,opennetworkinglab_onos,53,13.0,15.0
opennetworkinglab_onos,06613e9e35fa37b83c87ef7f03ca8923752b83dc,1500324031,"Updating Microsemi Driver to onos-yang-tools 2.x

Change-Id: I80e3348087518a8f9a742c813b6238371a3f8f97
",ce25649ff6cdbcb9dd14090764f13fa453ef93fd,10,18,78,0,106,"12,63,354,648,97,176,189,619,1176,2268,1914,1472,492,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0",15,9535,opennetworkinglab_onos,53,-14.0,15.0
ricefishtech_industry4.0-mes,97337f315ec927a59166016f64d938f12f3dd258,1523015212,"first version
",44daec49a5fa8507da3350f7c6380429a19b08fc,3270,0,0,0,3270,"6,9,110,0,2,125,17,868,194,262,1339,224,64,31,19,1,0",16,3271,ricefishtech_industry4.0-mes,57,15.0,15.0
ricefishtech_industry4.0-mes,1324eca50955b20548e06805151745bfdb2b7483,1632901482,"upload souce file
",de9f9a3895b47b515cdd6c7f3b8002e4d4d20b75,6317,0,0,0,6317,"3,17,274,133,33,56,199,145,925,558,1030,2258,588,292,35,19,1",17,6566,ricefishtech_industry4.0-mes,57,11.0,15.0
topcoder-platform_topcoder-uml-tool,8bcbc993ceabc28e5aa50776246a4f2a9572f549,1393280093,"latest
",8d23604bbab69cc41e80a5d2f0b22c87b7aeb157,19528,0,0,0,19528,"4,68,106,37,860,450,2192,1410,8909,411,133,120,475,1093,1884,1293,85,0,0",17,19530,topcoder-platform_topcoder-uml-tool,36,16.0,15.0
opensearch-project_observability,7e6145f8ba92e755ef9599160cc32864ca9976c2,1634238438,"Merge feature/observability into main branch (#135)

","58237889693bc46abd0d19e27a13b363018d07f9,4ae70c45380b3442fb4811a64ec808ee440c367d",249,5,95,4,353,"19,17,43,35,94,102,58,25,9,1,0,0,0,0,0,0,0,1,0",18,404,opensearch-project_observability,72,11.0,13.0
opensourceways_sbom-tools,71397eaf59c2161e0901ff6cb77c5a243e2a082e,1659930571,"merge branch 'syft'
","d9c9b6224a152860ee1c9677f749ff22025bc514,9af409c940f5e43fd9be36f6bd0f8cfe9318be3a",998,0,0,0,998,"2,19,19,242,88,244,114,158,85,6,3,4,2,0,4,3,7,0",17,1000,opensourceways_sbom-tools,51,16.0,13.0
stichting-minix-research-foundation_minix,f4a2713ac843a11c696ec80c0a5e3e5d80b4d338,1406559957,"Importing netbsd clang -- pristine

Change-Id: Ia40e9ffdf29b5dab2f122f673ff6802a58bc690f
",83a31a3592d3fcc78c7b4897cd7e19565f3d2253,20793,0,0,0,20793,"6,359,3996,4841,2850,2572,2091,9967,10084,1298,477,165,50,28,43,16,14,23,19,6",20,38905,stichting-minix-research-foundation_minix,35,11.0,12.0
stmicroelectronics_stm32cubeh7,e261d820b398846a94f22f4aeb32d86c29546efb,1563809830,"Release v1.5.0
",9eb29c05fb0c21e4edf2dd272eb360d89a50b063,27365,0,0,0,27365,"6,10,30,481,642,5486,10248,6390,1675,2083,297,11,7,0,0,0",13,27366,stmicroelectronics_stm32cubeh7,67,12.0,12.0
touchlab_skie,8d68568b34e1df43a7db788b1e6fdb7f01c9b460,1665703312,"Merge branch 'swiftpack'
","3ea21f1ae13efd98839f3f47646d4aa4abdef24d,b5359903f3293254a26a64cb862879d275dd9124",97,1,0,0,98,"0,7,16,18,2,0,0,0,0,0,27,21,6,0,0,0,0",13,97,touchlab_skie,48,12.0,13.0
apache_servicecomb-samples,015e63035ac4f162b9c33a0d3cc4e59060a4a835,1552393590,"[SCB-1193]upgread spring boot versions and add easy to use dependency - samples
",f83c17336ce98f57d6ff952c10ff80ed9a74d8c4,18,0,0,0,18,"4,2,8,2,4,12,7,7,0,0,8,7,9,0,5",15,75,apache_servicecomb-samples,49,14.0,15.0
awslabs_aws-sdk-net-samples,d1da2c3def6dc6e5bf7cb655b999aa4558dc5581,1444112139,"Add content from AWS re:Invent talk on ASP.NET 5 development and hosting
",68cb6962c163a52bcb4740f96a868e763618323f,3128,0,0,0,3128,"3,1,31,107,85,102,52,64,100,331,292,559,216,649,78,380,69,184,50,24,3,1,0",22,3381,awslabs_aws-sdk-net-samples,0,15.0,10.0
baidu_starlight,3e94067caae686c218133b19830fae0b8ba27f65,1664807934,"initial commit
",6fb5c51b51c1bde2688e08f3daf4c83ff1af78d6,539,0,0,0,539,"3,5,16,16,2,1,31,8,3,0,24,229,144,43,15",15,540,baidu_starlight,44,14.0,15.0
bipokot_kabu,15642f5eb2ae878a79b209d6c214c69938fcd563,1687714702,"initial
",373e7d90bc292fd9976d9b465a7a29581d2510b5,377,0,0,0,377,"6,10,2,4,2,0,0,8,62,176,32,20,24,16,9,7",16,378,bipokot_kabu,18,15.0,13.0
bridata_dbus,b08b2646835c8908e8dbc596923df6cc03df71ca,1504862823,"first commit
",05c91d2826465f33a783f257bbc8ff75691ad09a,735,0,0,0,735,"4,69,45,46,33,84,54,3,76,126,108,55,37,32,27",15,799,bridata_dbus,18,12.0,15.0
landscapeio_prospector,2d5eefc2d6e57e047eee1c3e865236662e2cc877,1638258383,"Merge branch 'master' into develop
","2c383c53272d2a57e12563416e454493c0b575b6,e880f9470c963c1eb0c05f7e7c4f2c19561d83fa",84,6,0,0,90,"16,31,39,53,15,20,20,0,0,0,0,0,0,0,0,0,0,0,0,1",20,195,landscapeio_prospector,38,13.0,9.0
lllyasviel_controlnet-v1-1-nightly,1346d29e22356d804861f6ebc73d926879d5b63a,1678815951,"i
",24eb4125ae444944edb676e2eb50ca881bf2d689,143,0,0,0,143,"3,23,17,14,172,179,20,21,30,21,13,8,8,15,0,0,0,5,14",19,563,lllyasviel_controlnet-v1-1-nightly,23,12.0,9.0
ovirt_ovirt-engine,f669bc8004f0cedfa651a0d52313b48af45552b7,1319744700,"Introducing oVirt Engine
",c5ea018abfe1911fbbddce9208eabb2e51cb07e4,5543,0,0,0,5543,"1,9,4,97,110,23,47,83,57,19,3,13,986,1629,970,346,81,868,195,2",20,5543,ovirt_ovirt-engine,40,20.0,15.0
runsidekick_sidekick,2be99d3c136949aa0ad8a2c2ad19727545d105c6,1661179858,"Add initial setup and modules (#1)

",97b283cb41fa0a3c8b74c4ef0877733745f9e8d6,282,0,0,0,282,"5,10,11,14,0,1,4,1,1,18,65,50,36,47,21",15,284,runsidekick_sidekick,46,14.0,15.0
surfstudio_surfandroidstandard,d83ae7bb7418351362a2908b084ffc4784deb7f2,1515501432,"базовый проект
",b4cfe66914f9e4fa7df57342f4f8ad887fe38c53,318,0,0,0,318,"7,6,5,2,12,34,0,22,22,26,44,47,67,24,0,0,0,0,0",14,318,surfstudio_surfandroidstandard,24,14.0,13.0
tencentfemas_femas,506161e93e3594bb229655f2e65363490d429968,1645601486,"femas sourcecode sync to polarismesh
",d2b441aee7d600ec1c54b3655433b2dde969d175,661,0,0,0,661,"14,20,27,16,1,22,27,22,0,18,185,117,68,70,22,31,2,0",17,662,tencentfemas_femas,44,16.0,15.0
univocity_univocity-trader,d1ce442d50028b64265d88c7f64d44e3df67ee06,1573810788,"initial commit
",ccc48b0adf1c5aff0c90d595758e61f0bf28b090,238,0,0,0,238,"4,3,0,0,1,0,1,5,127,9,11,7,18,48,5",15,239,univocity_univocity-trader,36,14.0,15.0
apache_hawq,8b26974cd8d6e1d824f274eb4a68f950fd94156c,1442622781,"SGA import
",420619cac5a47b588a8161f885d0276a86580c35,6842,0,0,0,6842,"14,45,372,1687,2259,1127,201,63,721,68,175,91,20,0,0,0",13,6843,apache_hawq,22,12.0,12.0
rancher_os,8c1cb32d3bd9463de85f7eda48f21d317f733074,1423457370,"Cleanup godeps
",df4a126175a00b50984be2a1959f9bf32e780cd5,181,4,0,0,185,"6,20,8,3,0,0,52,3,99,1,0,0,0,0,0,10,13",17,215,rancher_os,20,11.0,12.0
tapdata_tapdata,cbae02ae32d771e6d62b06c3f04ba13df28fea6d,1656592783,"init: init project
",16e9b6b8eba37856f3ddcde53061ad129970698d,2562,2,0,0,2564,"4,27,70,116,0,39,68,17,468,375,1040,210,75,46,9,0,0",15,2564,tapdata_tapdata,56,13.0,15.0
cloudwise-opensource_flyfish,047a465fad4b80fd9fa610e4fc0ce1607106c801,1633677975,"init project
",b8d8866e49e9249683f468a30b1fd27b5046d0a5,16039,0,0,0,16039,"22,37,43,107,1802,1013,3736,3552,2434,1482,983,480,180,155,14,0,1",17,16041,cloudwise-opensource_flyfish,38,16.0,10.0
