repo_id,commit_id,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,repo_id,bucket,max_file_depth_diff,95%
hootrhino_rulex,d69364176570a7763334f518335979f68be09a76,1631699379,"feat: init dashboard ui
",ea4242e9b383127e3b450806f5543ce26769a5f8,739,1,0,0,740,"9,44,12,2,1,21,51,24,4,14,100,53,12,4,5,155,237,56,0",18,804,hootrhino_rulex,2,14.0,12.0
oracle_coherence,ad745ea2fa4c615da78b96b2886f90fccc61e7a6,1586855002,"Initial import of //dev/coherence-ce/main/ from the state at revision #head

[git-p4: depot-paths = ""//dev/coherence-ce/main/"": change = 77928]
",,5086,0,0,0,5086,"6,9,52,34,88,60,156,616,894,1317,1039,501,232,80,1,1,0,0",16,5086,oracle_coherence,61,16.0,15.0
tornaco_thanox,debb0ab685dfebc1bde5df49b539cec0bb8041fa,1626531952,"Including part of thanox src, plugins/3rd/bases
",b7ad8286d14009605ce5dd800079bb3f593f1fb4,977,0,0,0,977,"4,14,18,112,10,55,15,272,12,74,153,128,73,29,19,7,9,15,18",19,1037,tornaco_thanox,5,13.0,15.0
wso2_product-is,064b039c7701f5f0f42a218f462f15202ed37c21,1406894378,"Merge pull request #1 from wso2-dev/master

sucessfully commited the changes
Timestamp : Fri Aug 01 17:29:51 IST 2014
https://wso2.org/jenkins-pr-builder/job/product-is/3/","2a66134d6c624e7e333a987ea3018982349a6f98,d254aae17d0934ba96f68fd13ad6b5e54f66d098",2352,0,0,0,2352,"9,12,40,61,179,218,443,266,420,258,365,11,34,21,14,4,0,0,0,0,0",16,2355,wso2_product-is,70,15.0,15.0
alterrsps_alter,17fc88a751693edb5a1a8940d18a01581c07c3db,1633978957,"Init, upluoding the full Project
",,841,0,0,0,841,"10,9,9,5,2,0,0,10,75,448,64,136,57,16,0",14,841,alterrsps_alter,65,14.0,13.0
aws_amazon-freertos,5068f430f8139725a7280e936c406106d0ba8964,1511905714,"Release Version 1.0.0

Signed-off-by: Gaurav Aggarwal <aggarg@amazon.com>
",3a5fa55c87b4dcc0ce0c6a85a33d9377cb7ee8b9,1629,0,0,0,1629,"3,2,37,86,104,480,354,141,76,135,92,87,21,13,0,0",14,1631,aws_amazon-freertos,27,13.0,12.0
jetlinks_jetlinks-community,d854b56436c1a4df022c07931c674eb442230199,1578972337,"first commit
",,236,0,0,0,236,"3,5,13,4,6,0,13,0,1,29,61,57,34,9,1",15,236,jetlinks_jetlinks-community,23,15.0,15.0
kragniz_tor-controller,4ef0f9e83fa1bfb914c82386158fa1d8bdee1111,1527106370,"Commit ./vendor
",e6f984f89e0771437f59d0d92860b8a016f68de2,10342,0,0,0,10342,"4,3,5,93,686,1993,1374,710,1878,936,1756,768,108,20,12,2,4,3",18,10355,kragniz_tor-controller,38,14.0,12.0
mercyblitz_geekbang-lessons,f4362eb57c865086eaf361109db0aca3eadc7a2e,1575804768,"Polish code of the chapter 'IoC Container Overview'
",4925cb8fa156279404aa148ec2ee93626beb160b,13,0,0,0,13,"3,1,1,0,0,0,2,0,0,0,0,0,0,6,2,0,0",15,15,mercyblitz_geekbang-lessons,56,14.0,15.0
nerdlang_nerd,909b823e199e2467cffa46da6c15f5ed86c76415,1546978236,"Added core/nativejs
",a59ae47ceba158150a35a759889a37bd112d5834,1898,0,0,0,1898,"8,17,16,45,92,156,775,231,119,83,20,82,87,37,39,69,61,11",18,1948,nerdlang_nerd,48,14.0,12.0
nerdlang_nerd,491bc74267ea50dc29564669c059cb4a07b0ada9,1587909944,"Arduino env setup with latest arduino avr lib
",39199fc1a1449442f4f83759baffb0324e515fd1,1272,0,1,0,1273,"12,14,124,55,608,185,44,76,8,12,70,17,20,19,50,11,0,0",16,1325,nerdlang_nerd,48,12.0,12.0
o2oa_o2oa-android,63b4b9d09cb17243c1cfa63ea30a9644019ad620,1606113230,"o2oa android端源码分离
",,2237,0,0,0,2237,"7,8,26,34,0,1428,0,5,12,10,7,6,67,163,330,116,17,1",18,2237,o2oa_o2oa-android,36,18.0,13.0
skyd666_rays-android,7a81bffcdacac35bbce6cb2a3fed4faa1a1f6230,1680536341,"[feature]实现基本功能
",,163,0,0,0,163,"7,18,0,2,0,26,0,3,22,39,23,14,4,0,5",15,163,skyd666_rays-android,25,15.0,13.0
wildhoney_reactshadow,4cde767d3519701e5f664216471289d140095d9a,1423756310,"Initialised npm
",c0ad5a66431172e0de668f3d5a34384179638902,1233,0,0,0,1233,"2,9,14,14,216,51,220,94,210,37,152,35,81,45,42,11,1",17,1234,wildhoney_reactshadow,29,16.0,10.0
zmops_zeus-iot,0eeaaba84a6fc2e43f25549c8cd715e713ce9bb5,1628874620,"initial update.
",b2592654fb86a311e714ecc84b8c36fb8561e7e3,363,0,0,0,363,"4,14,7,12,4,2,51,3,20,90,80,16,4,49,8,0,0",15,364,zmops_zeus-iot,42,14.0,15.0
zmops_zeus-iot,af81b1a12fe534bd6e2788210f841ef16023d60c,1629344137,"initial commit.
",8a41bdade7f6960709fe80d5ee5773d0fb8c533b,504,0,0,0,504,"4,15,12,11,4,2,55,7,26,94,103,50,36,54,31,0,0",15,504,zmops_zeus-iot,42,15.0,15.0
gravitational_satellite,58fc1ee7177455649e6d188b7b3c871ffe2ee259,1456534260,"+ dependencies
",80c414d3fc61b29aa445c4f3efa1c640c7193e3e,1570,0,0,0,1570,"3,9,8,53,320,513,354,172,15,115,23,6,8,6,3,0,1,0,0,0,0,0",17,1609,gravitational_satellite,70,13.0,12.0
rarible_ethereum-indexer-public,25ed9a548ec33bb5e90b3d90ab210b9040f94ac6,1628680098,"protocol-api moved to ethereum monorepo
",,157,0,0,0,157,"2,1,54,0,0,0,12,3,0,17,4,35,29,0,0,0",13,157,rarible_ethereum-indexer-public,61,13.0,13.0
xiaods_k8e,9076889d78f4d46235b693b79fb9ae28ba561777,1599128977,"上传源码目录
",be90af347b41b2bc7988251613ae6e1e750d29f4,29797,0,0,0,29797,"3,3,26,542,2807,5520,5715,4389,2693,3040,1940,1589,1121,115,160,127,5,4",18,29799,xiaods_k8e,58,17.0,12.0
djipco_webmidi,cb952dcb64c379c4c642ad28f3518fdaf53e0faf,1444855426,"Release 1.0.0-alpha.2
",7eaa84ac9cc334bf20cb81601a8877360b708677,6849,0,0,0,6849,"1,5,5,44,21,307,1078,494,2174,704,507,575,567,210,45,51,3,65,2,22",20,6880,djipco_webmidi,8,14.0,10.0
eclipse-ditto_ditto,1b7c634385571c48c54502ac15226f489c07484c,1507302822,"initial commit of Eclipse Ditto

Signed-off-by: Thomas Jaeckle <thomas.jaeckle@bosch-si.com>
",f7afe8b0f682b36f7bd82515aa6327f7f1a5ca99,1913,0,0,0,1913,"5,24,26,48,9,27,80,22,131,10,236,122,424,603,143,4",16,1914,eclipse-ditto_ditto,45,15.0,15.0
grafana_grafana-operator,d8be60fd17eb2d8400ddc0a94e2ed90e92704a0a,1548338026,"INITIAL COMMIT
",,5032,0,0,0,5032,"3,6,3,71,582,1763,1295,657,447,68,61,70,1,0,2,3",16,5032,grafana_grafana-operator,65,16.0,12.0
imixs_imixs-workflow,2d239fd459664a087418cd7dd2dc7bd5955a45ee,1389546398,"inital commit
",,351,0,0,0,351,"1,4,0,4,67,94,0,22,39,27,23,19,15,19,4,13",16,351,imixs_imixs-workflow,48,16.0,15.0
onlyoffice_communityserver,4adc9798abea64ad782f01eeb74875b9ec29d5ba,1404583161,"init repo
",,9859,0,0,0,9859,"2,12,131,1006,1811,1417,2331,1158,960,334,273,139,57,165,9,27,27",17,9859,onlyoffice_communityserver,46,17.0,10.0
ulearnpro_ulearn,9427d4a45e9eb981ac7ffde0016d631fca8c08c2,1565786978,"Initial commit
",da50aef2cfc8d267817f4849652fa5f6810ae6be,1802,0,0,0,1802,"10,30,72,180,537,61,593,16,6,5,123,100,17,44,9",15,1803,ulearnpro_ulearn,1,14.0,11.0
webfansplz_article,9504b18f57bc270c0c307318b75ba8e971f037cd,1547128947,"finish webRouter
",77623fd0db1a800ec654b8b5efbceb23e22ca6c0,7576,0,0,0,7576,"0,4,5,3196,1680,1949,520,122,104,3,0,0,0,0,1",15,7584,webfansplz_article,46,12.0,10.0
zainzhao_his,b7fb98d2ff47edc97d48f00d7d140ad40967a78a,1576400678,"test
",,2988,0,0,0,2988,"3,19,156,603,96,57,4,24,9,59,170,497,954,308,29",15,2988,zainzhao_his,29,15.0,15.0
apache_flink,8dee02d955adbf67257cd5bb16dcb8a9b6aab178,1367240952,"Merge branch 'iterations' into ozone_master
","2ebd88edd24737e13a059b150e83410408e75cc2,0c07b8e0ad1a4feca3b5b5c6704b6297e5296526",1388,0,0,0,1388,"3,3,22,0,10,41,52,7,0,288,653,223,56,14,17,0",15,1389,apache_flink,0,14.0,15.0
flynn_flynn,2c8ac5cf3956d9bf51aff6b8e4c44b7b94e1bbcc,1407008551,"all: Add Godeps

Signed-off-by: Jonathan Rudenberg <jonathan@titanous.com>",ae81ebe81d1e2ac2899841ab8da51ea7a93d2bfc,645,0,0,0,645,"4,171,112,61,20,45,243,173,119,39,0,0,0,0,0,10,13",17,1010,flynn_flynn,54,12.0,12.0
opentouryoproject_opentouryo,9f8bbfe01d325e96fdad02822474a4c287c0ad47,1398083300,"add root
",e1a346085326175625787f896d668be0f8912eb1,3205,0,0,0,3205,"6,7,8,61,122,133,333,1233,694,423,173,0,34,24,0,8",16,3259,opentouryoproject_opentouryo,69,11.0,10.0
pmq20_node-packer,cf12f188bd7625e842259fed320370f23d3d3155,1476284382,"Import node-v6.7.0
",463991f951c3daa6f3e75c7ef1044de723105d4a,11226,0,0,0,11226,"3,0,19,226,1963,902,3132,2450,673,196,290,71,328,58,138,112,282,284,102,0",19,11229,pmq20_node-packer,72,18.0,12.0
sergeykomlach_advancedbiometricpromptcompat,a0b99b5f3f006b720e9b12debeac2b3f25a79c0d,1606910846,"Init commit
",574816dd3f6e3fffc815104a0fd2e3f93da57170,203,0,0,0,203,"8,14,10,3,0,86,0,5,14,31,13,6,15,0,0",13,205,sergeykomlach_advancedbiometricpromptcompat,62,12.0,13.0
sghiassy_react-native-sglistview,8d4f0709e11a2ea6d6755c2fb7ed319adbcf91fa,1458437294,"Merge pull request #17 from sghiassy/sghiassy.master.ISSUE-14

ISSUE-14: Updated SGListView to respond directly to getScrollResponder","5aae6cc0c0c2c602a98783986d3188f78cddb4f5,a61918e065be6e3a8fe676b0620bf836cc276486",64732,0,0,0,64732,"6,9,8,37,37,867,926,1494,4721,5568,6516,8150,14682,12788,4558,2133,591,970,141,337,22,116,6,40,2,12,2",27,64739,sghiassy_react-native-sglistview,57,25.0,10.0
sghiassy_react-native-sglistview,1e19ada06fae242decd5652166929b44aad50015,1465850490,"Updated Example App for RN 0.25+
",389accb52613e3cdac0c291995c7181577eebf9b,28914,62816,1028,3,92761,"6,9,8,3062,2838,12440,8433,1993,806,495,129,296,291,26,4,1,0,0,0,0,0,0,0,0,0,0,0",16,30837,sghiassy_react-native-sglistview,57,-11.0,10.0
springcloud_spring-cloud-code,e10ad0cca340bf78b8c28d05b39f285ba30e089f,1535414530,"init
",f35305df51374475626d1c5453c10171cace1e3e,1760,0,0,0,1760,"4,130,386,90,80,374,29,2,145,216,198,66,26,11,6",15,1763,springcloud_spring-cloud-code,56,14.0,15.0
bekzodrakhmatof_tinder-clone,772d7378ea22855ccff18bdb4483eedbfef7be72,1548581535,"Installing cocoapods
",bdd8ec86b8ee042ddde116e049f8bd0640190941,2828,0,0,0,2828,"2,5,64,387,429,587,697,352,323,27,10,0,0,3,0,6",16,2892,bekzodrakhmatof_tinder-clone,65,11.0,9.0
htbox_allready,5377ff127bd0795164102d05a376ef88eac79d93,1437393955,"initial commit
",,697,0,0,0,697,"4,4,16,21,78,134,61,168,154,56,0,1,0,0,0,0",12,697,htbox_allready,11,12.0,10.0
kubernetes_cloud-provider-alibaba-cloud,4bd6523f335734d4e0aad1b6a640e9dbc1c84290,1538985550,"Merge pull request #4 from aoxn/master

Initial PR for kubernetes Alibaba Cloud Provider","85a66d437c7fc46eb02dcd838b2de1c3ca4bd6e4,f35b89ee0da5e3dd4682bf5e9132ba5289a17f13",17590,0,0,0,17590,"8,24,8,85,951,3445,4820,2926,1397,1175,1205,825,484,67,94,70,5,4",18,17593,kubernetes_cloud-provider-alibaba-cloud,72,17.0,12.0
poseidon_terraform-provider-ct,eff48b6d60f027a85caff39b22755d029dbe14b0,1485474418,"Merge pull request #1 from sym3tri/vendor-deps

Vendor deps, update CT, & rename","97471634d31e8661fbfd0862914effe46e8f333f,fc108a0fdc11a213e988d4aece3d01deb8e30924",1314,0,4,1,1319,"10,7,0,0,249,363,249,28,161,92,111,42,5,0,9,3",16,1329,poseidon_terraform-provider-ct,9,14.0,12.0
y123456yz_reading-and-annotate-mongodb-3.6,73b5a2c388faed5da9c39efb53d9a9d8aaf92930,1521701177,"add official mongo-3.6.1 code
",085243f6271299190730b0454dfa397108d29db2,18229,0,0,0,18229,"2,13,136,2237,2229,2867,3793,2826,1893,1138,591,321,122,29,34",15,18231,y123456yz_reading-and-annotate-mongodb-3.6,60,14.0,12.0
apache_incubator-pagespeed-ngx,f1d965bb4a66450525f7a3821fdc7380b77938d6,1357760275,"Merge branch 'master' of github.com:pagespeed/ngx_pagespeed
","48adc8a6e1bcab0712a4f0c3ffc396a2a7a3ddd0,0b585d8aa7e3ba0015dea4d6580568ebb52d6bf6",4533,0,0,0,4533,"4,15,0,4,52,158,1179,1535,790,374,200,139,45,22,27,6",16,4550,apache_incubator-pagespeed-ngx,21,14.0,12.0
avevlad_gulp-connect,5a8070ec5671d29198b7b142d721b96f4fde00a9,1390903179,"load plugin
",38a25b1315bd07084a058c1fa5456fd1207717ea,1044,0,0,0,1044,"5,0,20,40,147,153,114,41,65,11,18,30,33,77,74,117,38,61,1",19,1045,avevlad_gulp-connect,41,18.0,10.0
captivationsoftware_react-sticky,a027cb0843247938a3a70ccde284321dabb5da45,1408162228,"Initial commit
",40d6921eb502048e5c7662d0faa48d77ca9e392a,3746,0,0,0,3746,"4,6,27,249,450,292,560,471,459,492,264,246,155,69,4",15,3748,captivationsoftware_react-sticky,17,14.0,10.0
covenantsql_cookiescanner,755519e4a6de06886d2f494a42a2308af205dcca,1556178703,"Support covenantsql classification data storage
",4f56c641cea5d7fa674d7583b35f43fd7e5aafe3,2341,0,0,2,2343,"8,8,3,41,509,1197,364,261,111,18,68,63,136,34,0,0,0,5,32",19,2858,covenantsql_cookiescanner,5,13.0,12.0
ctt-gob-es_clienteafirma,473f84cf48bde33749020b944e42d9a31a59438d,1367833241,"- Se ha suprimido e nivel /project

git-svn-id: http://svn-ctt.administracionelectronica.gob.es/svn/clienteafirma/projects/afirma/trunk@3922 dcdbb401-323c-49cf-88a0-803402807c85
",74026b2b699e64dcdaa75e289ce520295984cde6,1983,0,0,0,1983,"1,88,165,221,262,121,67,82,228,304,286,109,5,0,8,14,15,7",18,1983,ctt-gob-es_clienteafirma,12,18.0,15.0
dsa28s_android-studio-apple-m1,c1303cbf76fbeca607ac9eb743c54ae2d739c16c,1618067083,"chore(jbr): Fork jetbrains runtime 11.0.9.1-b77
",b80c0eb3b2d1b60ea23e06dcefb4108c87b08a8d,67470,0,0,0,67470,"12,62,284,943,5437,10790,12883,11804,10549,5348,3892,3716,1187,408,196,2",16,67513,dsa28s_android-studio-apple-m1,37,12.0,15.0
kieronquinn_ambientmusicmod,b49095b773bf3148d0504cf0c4fb8ac70d3d3996,1618159720,"Initial commit
",d2658086ab0d05c7f46e27914686c3910ee63d81,377,0,0,0,377,"9,3,3,1,3,190,3,0,3,20,68,22,31,17,7",15,380,kieronquinn_ambientmusicmod,71,14.0,13.0
kyverno_kyverno,682f64a1ee6d7bfdfc59d3fdd9d5aea47274fa25,1558583819,"Merge pull request #91 from nirmata/release-0.1

Release 0.1","cdffb89c3820363836e69559c07938a782e72e8a,b36a67a4b1297391808e60ebb408d4b65c27e8e0",7813,3,5,0,7821,"5,25,99,192,716,2524,2050,1203,786,138,76,87,1,2,5,3,10,14",18,7936,kyverno_kyverno,71,13.0,12.0
microsoftgraph_msgraph-sdk-go,1dc1361dd7ea1146fb701edfa7e6dd708a89a73a,1634931157,"- first generation ever 🥳🥂🍾
",4243f4e16a074b0ad23039dc306964ad4f456c45,9242,0,0,0,9242,"9,105,593,1734,922,1432,769,1014,920,578,457,388,211,101,17,6,0,0,0",16,9256,microsoftgraph_msgraph-sdk-go,38,13.0,12.0
redrockmobile_cyxbsmobile_android,5f2af5cae0ce16eb534d88480ecfd184e8bc6b11,1599060399,"Merge pull request #73 from RedrockMobile/merge

合并所有子仓","0fdd0aeb79a88793c2fe55be2947c3e64341fd2c,9c14e0665e1e95c3f999572a1af73ac1d5bf75d4",1425,22,0,0,1447,"12,55,5,25,18,731,0,4,29,227,204,99,28,2,0,0",14,1439,redrockmobile_cyxbsmobile_android,57,11.0,13.0
vaaaaanquish_awesome-rust-machinelearning,de154c6b623c0e9d068981b91b26da66777f9517,1627142734,"update github pages
",18ecd9529fe0773b62afe7fe8f9c5092c636748d,35701,0,0,0,35701,"7,4,6559,7565,9271,6600,2941,1508,672,94,110,104,46,115,110",15,35706,vaaaaanquish_awesome-rust-machinelearning,18,13.0,10.0
wigl_isimulator,9bfc2742d6d5bf25c6ae151111a022a145867a9b,1513232228,"first commit
",,348,0,0,0,348,"5,5,20,38,4,4,233,10,5,5,9,4,2,2,2",15,348,wigl_isimulator,62,15.0,9.0
274056675_springboot-openai-chatgpt,1096986102d311e0852653c46a8663e493341cb8,1682652277,"导入
",61d4d5afbfadf5a4bad3e53a9c01a7bb4ec97f28,1489,0,0,0,1489,"5,28,45,82,178,361,131,3,9,198,227,146,43,35,2",15,1493,274056675_springboot-openai-chatgpt,75,14.0,15.0
bioinformatics-ua_dicoogle,f2012d08d637f436ec7299fdc25681b7adfedc1b,1418999517,"Added the core components
",8408c6b37d84b10f2a941c9041d9d3b252428c56,464,0,0,0,464,"5,6,0,0,0,3,3,4,104,106,136,33,33,11,21,0",15,465,bioinformatics-ua_dicoogle,69,14.0,15.0
convox_rack,4a608e19ee95a287d6491913033847ba7b4558cc,1442235098,"merge kernel
","0fa7acd1f7ce6f466cf55951ba2c7fd5c0b1ce29,c3efdf4d18c106ec2cdd69e6c6db98c0548c13fe",530,0,0,0,530,"12,52,5,13,0,19,86,40,98,50,45,17,93,0,0",13,530,convox_rack,40,13.0,12.0
cragongame_casinosclient,2a13702527f7f57c4ceb0f5baf9c7a7d49601942,1537432922,"客户端全部源代码首次提交。
",61f9e2d4784bd65aa527c31e900c3827d86f08bd,94754,0,0,0,94754,"4,45,396,2016,18031,9797,3390,37167,20663,2304,535,407,2,0,0,0",13,94757,cragongame_casinosclient,31,12.0,10.0
fj-oms_oms-erp,b320efac0570e14daca8c8b308d8bb128f00436d,1677218008,"Merge pull request #7 from FJ-OMS/feature-wusc-20230224-structural

代码结构调整","b20bdbed3d3c0ecb24bc639005d10c3b3ada4892,90bb29426b6551755aac03dc5cc3d8ec2b0004c7",2164,0,0,0,2164,"11,65,35,70,354,119,124,190,108,793,277,11,1,9,8",15,2175,fj-oms_oms-erp,47,14.0,15.0
gitlabhq_gitlab-runner,08eb27c5d2593de492618e962da33d2959074ed4,1429453755,"Added all dependencies
",ed1fb5456789a4f0ab6c4a56a7b8829f86fdb69b,248,0,0,0,248,"13,38,15,0,0,0,84,43,96,1,0,0,0,0,0,10,13",17,313,gitlabhq_gitlab-runner,18,14.0,12.0
